state,miRNA,gene,n_clusters,coverage,regions
Tmem,mmu-miR-210-3p,Usp10,1,9.01234413572967,CDS
Tmem,mmu-miR-210-3p,Zfpm1,1,3.06251633133002,CDS
Tmem,mmu-miR-466i-5p,Ankrd11,1,5.17625521466241,intron
Tmem,mmu-miR-210-3p,Irf2bp2,1,12.3918449197861,CDS
Tmem,mmu-miR-466i-5p,Maml2,2,11.4910340084421,intron
Tmem,mmu-miR-142a-3p,Taf1d,1,5.63192837841389,3' UTR
Tmem,mmu-miR-24-3p,Taf1d,2,8092.69451252264,3' UTR
Tmem,mmu-miR-21a-5p,Taf1d,1,3.66362985929095,3' UTR
Tmem,mmu-miR-27a-3p,Cep295,1,6.44915254237288,ncRNA_exon
Tmem,mmu-miR-27b-3p,Cep295,1,7.48275862068966,ncRNA_exon
Tmem,mmu-miR-466i-5p,Cep295,2,217.301784062589,"intron,ncRNA_exon"
Tmem,mmu-miR-466i-5p,Smco4,1,4.37827849860982,3' UTR
Tmem,mmu-miR-24-3p,Ppan,3,43.1728308755192,ncRNA_exon
Tmem,mmu-miR-15b-5p,Ppan,2,22.9978063977171,ncRNA_exon
Tmem,mmu-miR-466i-5p,Fli1,2,10.2035456474774,"intron,ncRNA_exon"
Tmem,mmu-miR-24-3p,Ets1,1,5.70861833105335,3' UTR
Tmem,mmu-miR-466i-5p,Ets1,2,12.5516134678417,3' UTR
Tmem,mmu-miR-484,Ei24,1,4.37287489975942,3' UTR
Tmem,mmu-miR-15a-5p,Hspa8,3,46.8672689314964,CDS
Tmem,mmu-miR-15b-5p,Hspa8,3,26.4668490986682,CDS
Tmem,mmu-miR-16-5p,Thy1,1,7.08066493955271,3' UTR
Tmem,mmu-let-7a-5p,H2ax,1,6.91528203382136,5' UTR
Tmem,mmu-let-7d-5p,H2ax,1,26.7366396992515,5' UTR
Tmem,mmu-let-7i-5p,H2ax,1,12.8416993781525,5' UTR
Tmem,mmu-miR-142a-3p,H2ax,1,3.90734635640925,5' UTR
Tmem,mmu-miR-142a-3p,Sik2,1,5.2633654103181,3' UTR
Tmem,mmu-miR-210-3p,Nptn,1,4.1563518219127,intron
Tmem,mmu-miR-425-5p,Pkm,1,8.44212153732237,CDS
Tmem,mmu-miR-142a-3p,Smad3,1,5.61962464394085,CDS
Tmem,mmu-miR-142a-3p,Rpl4,1,4.87449290060852,ncRNA_exon
Tmem,mmu-miR-23b-3p,Rpl4,1,6,ncRNA_exon
Tmem,mmu-miR-466i-5p,Pclaf,2,28.0384248189946,3' UTR
Tmem,mmu-miR-671-5p,Ppib,1,4.85909471470903,3' UTR
Tmem,mmu-miR-27b-3p,Usp3,1,4.82628099869479,3' UTR
Tmem,mmu-miR-466i-5p,Rab8b,1,11.5678269958456,3' UTR
Tmem,mmu-miR-142a-3p,Rps27l,3,37.8829665762518,"3' UTR,CDS"
Tmem,mmu-miR-142a-3p,Mindy2,1,4.88953488372093,3' UTR
Tmem,mmu-miR-26b-5p,Mindy2,1,8.87365024284338,3' UTR
Tmem,mmu-miR-155-5p,Tcf12,1,3,3' UTR
Tmem,mmu-miR-703,Eef1a1,1,13.5845688810743,3' UTR
Tmem,mmu-miR-466f-3p,Bckdhb,1,8.69715352849891,intron
Tmem,mmu-let-7a-5p,Rnf7,1,4.80093582887701,3' UTR
Tmem,mmu-let-7d-5p,Rnf7,1,7.8968023255814,3' UTR
Tmem,mmu-miR-466i-5p,Armc8,2,7.7741522582547,3' UTR
Tmem,mmu-miR-18a-5p,Armc8,1,6.89559231326466,3' UTR
Tmem,mmu-miR-93-5p,Dnajc13,1,4.43621365035168,3' UTR
Tmem,mmu-miR-378a-3p,Shisa5,1,12.9918546460864,3' UTR
Tmem,mmu-miR-15a-5p,Cdc25a,1,3.98295454545455,3' UTR
Tmem,mmu-miR-15b-5p,Cdc25a,1,3.98901098901099,3' UTR
Tmem,mmu-miR-17-5p,Tgfbr2,1,3.98850574712644,3' UTR
Tmem,mmu-miR-16-5p,Rpl14,1,5.98275862068966,3' UTR
Tmem,mmu-miR-92a-3p,Ctnnb1,1,6.97493358039329,CDS
Tmem,mmu-miR-142a-3p,Ctnnb1,1,13.4635131851734,3' UTR
Tmem,mmu-miR-142a-3p,Lars2,1,4.74778831200026,3' UTR
Tmem,mmu-miR-484,Lars2,2,11.2799932688219,3' UTR
Tmem,mmu-miR-15b-5p,Lars2,1,16.5269145170278,3' UTR
Tmem,mmu-let-7a-5p,mt-Nd1,2,12.014466064206,CDS
Tmem,mmu-miR-142a-3p,mt-Nd1,3,76.847359966985,CDS
Tmem,mmu-miR-155-5p,mt-Nd1,3,1610.14244731999,CDS
Tmem,mmu-miR-18a-5p,mt-Nd1,1,8.36362698201196,CDS
Tmem,mmu-miR-19a-3p,mt-Nd1,1,4.32987123294005,CDS
Tmem,mmu-miR-19b-3p,mt-Nd1,2,26.9390509276022,CDS
Tmem,mmu-let-7f-5p,mt-Nd1,1,4.69448363669193,CDS
Tmem,mmu-miR-142a-5p,mt-Nd1,1,6.94120421320565,CDS
Tmem,mmu-miR-191-5p,mt-Nd1,1,8.10812722396247,CDS
Tmem,mmu-miR-21a-5p,mt-Nd1,1,6.12910792713658,CDS
Tmem,mmu-miR-27a-3p,mt-Nd1,1,9.08087206177094,CDS
Tmem,mmu-miR-27b-3p,mt-Nd1,1,5.06809695070565,CDS
Tmem,mmu-miR-30e-5p,mt-Nd1,1,3.88426887041668,CDS
Tmem,mmu-let-7a-5p,mt-Nd2,1,12.1864828949162,CDS
Tmem,mmu-let-7b-5p,mt-Nd2,1,7.00321195241308,CDS
Tmem,mmu-let-7d-5p,mt-Nd2,1,11.4056474940723,CDS
Tmem,mmu-let-7f-5p,mt-Nd2,1,3.51004542537487,CDS
Tmem,mmu-miR-142a-3p,mt-Nd2,1,8.4747362224843,CDS
Tmem,mmu-miR-155-5p,mt-Nd2,1,7.99404150963074,CDS
Tmem,mmu-miR-21a-5p,mt-Nd2,1,122.779304070137,CDS
Tmem,mmu-miR-31-5p,mt-Nd2,1,6.43525679284913,CDS
Tmem,mmu-miR-1198-5p,mt-Co1,1,5.93343147624266,CDS
Tmem,mmu-miR-142a-3p,mt-Co1,2,31.5231349570483,CDS
Tmem,mmu-miR-150-3p,mt-Co1,1,4.29332472006891,CDS
Tmem,mmu-miR-155-5p,mt-Co1,2,14.5522427484232,CDS
Tmem,mmu-miR-210-3p,mt-Co1,1,4.25477436574596,CDS
Tmem,mmu-miR-17-5p,mt-Nd3,1,6.91580649373849,CDS
Tmem,mmu-miR-142a-3p,mt-Nd4,2,64.0977172494602,CDS
Tmem,mmu-let-7a-5p,mt-Nd4,1,7.0001002803291,CDS
Tmem,mmu-let-7b-5p,mt-Nd4,1,3.5,CDS
Tmem,mmu-let-7d-5p,mt-Nd4,1,5.5,CDS
Tmem,mmu-let-7f-5p,mt-Nd4,1,3.14511494252874,CDS
Tmem,mmu-miR-671-5p,mt-Nd4,1,3.43670886075949,CDS
Tmem,mmu-let-7f-5p,mt-Nd5,1,4.80445649147312,CDS
Tmem,mmu-miR-142a-3p,mt-Nd5,3,31.1489530025694,CDS
Tmem,mmu-miR-24-3p,mt-Nd5,1,107.041854786585,CDS
Tmem,mmu-miR-142a-3p,mt-Cytb,3,44.7829719312394,CDS
Tmem,mmu-miR-20a-5p,mt-Cytb,1,4.44210585925702,CDS
Tmem,mmu-miR-147-3p,mt-Cytb,1,10.9444226527094,CDS
Tmem,mmu-miR-362-3p,Clcn5,1,3.5,ncRNA_exon
Tmem,mmu-miR-92a-3p,Usp9x,1,5.14715762273902,CDS
Tmem,mmu-miR-24-3p,Rpl39,1,22.0608530817214,ncRNA_exon
Tmem,mmu-miR-15a-5p,Cul4b,1,3.37622747328646,3' UTR
Tmem,mmu-miR-106a-5p,Xiap,1,10.366671021688,3' UTR
Tmem,mmu-miR-17-5p,Xiap,1,33.4653363014722,3' UTR
Tmem,mmu-miR-20a-5p,Xiap,1,32.4037152107738,3' UTR
Tmem,mmu-miR-20b-5p,Xiap,1,10.0454545454545,3' UTR
Tmem,mmu-miR-93-5p,Xiap,1,17.2840340627029,3' UTR
Tmem,mmu-miR-106b-5p,Sash3,1,7.25888023493361,3' UTR
Tmem,mmu-let-7a-5p,Elf4,1,4.32697398487553,CDS
Tmem,mmu-miR-466i-5p,Elf4,2,11.079148389034,"5' UTR,intron"
Tmem,mmu-miR-142a-3p,Fmr1,1,3.7769332452082,3' UTR
Tmem,mmu-miR-142a-3p,Zfp275,1,4.09412675269131,3' UTR
Tmem,mmu-miR-24-3p,2610002M06Rik,1,4.31945276085144,3' UTR
Tmem,mmu-miR-652-3p,Tmem164,2,13.9590964590965,ncRNA_exon
Tmem,mmu-miR-142a-3p,Tmsb4x,1,5,3' UTR
Tmem,mmu-miR-466i-5p,Prps2,1,3.4157319528329,3' UTR
Tex,mmu-miR-466i-5p,Il18r1,1,6.13649556879875,3' UTR
Tex,mmu-miR-466f-3p,Casp8,1,4.97402597402597,3' UTR
Tex,mmu-miR-3535,Ncl,2,46.5056721826584,ncRNA_exon
Tex,mmu-miR-26a-5p,Rps12,1,56.3658051446688,ncRNA_exon
Tex,mmu-miR-26b-5p,Rps12,1,55.3317446514905,ncRNA_exon
Tex,mmu-miR-142a-3p,Cisd1,1,5.92288961038961,3' UTR
Tex,mmu-miR-155-5p,Csnk1g2,1,11.6215947258929,3' UTR
Tex,mmu-miR-3473b,Gas2l3,1,4,intron
Tex,mmu-miR-466f-3p,Ppm1h,1,5.38043974731707,intron
Tex,mmu-miR-677-3p,Atp5b,1,8.5,ncRNA_exon
Tex,mmu-miR-677-5p,Atp5b,1,5.57858781810597,ncRNA_exon
Tex,mmu-miR-24-3p,Myo1g,1,3.3452380952381,3' UTR
Tex,mmu-miR-92a-3p,Ikzf1,1,5.32988234859766,3' UTR
Tex,mmu-miR-155-5p,Itk,1,8.80578093306288,3' UTR
Tex,mmu-miR-466i-5p,Larp1,1,5.56746705461897,3' UTR
Tex,mmu-miR-92a-3p,Myo1c,1,6.82833248212462,3' UTR
Tex,mmu-miR-466i-5p,Nufip2,1,3.63909655267969,3' UTR
Tex,mmu-miR-301a-3p,Ska2,1,4.49663105413105,ncRNA_exon
Tex,mmu-miR-466i-5p,Spop,1,5.08478145274797,5' UTR
Tex,mmu-miR-466f-3p,Pitpnc1,1,7.99367806989758,intron
Tex,mmu-miR-142a-3p,Slc38a10,1,7.3654411357724,3' UTR
Tex,mmu-miR-142a-5p,Id2,1,9.7946143115318,3' UTR
Tex,mmu-miR-30e-5p,Ccdc71l,1,9.33698811211872,3' UTR
Tex,mmu-miR-466f-3p,Atxn7l1,1,8.46982161285567,intron
Tex,mmu-miR-17-3p,Gphn,1,5.5,intron
Tex,mmu-miR-423-3p,Gphn,1,9.85714285714286,intron
Tex,mmu-miR-466i-5p,Srsf5,1,7.26998170748171,5' UTR
Tex,mmu-miR-466i-5p,Itpk1,1,9.04991312825918,3' UTR
Tex,mmu-miR-103-3p,Dicer1,1,3.79241174489771,CDS
Tex,mmu-miR-466i-5p,Bcl11b,2,10.4533419348786,intron
Tex,mmu-miR-466h-3p,Bcl11b,1,7.87073240263421,intron
Tex,mmu-miR-466f-3p,Evl,1,4.79416557225546,intron
Tex,mmu-miR-34a-5p,H2bc4,1,13.4347899246647,3' UTR
Tex,mmu-miR-466f-3p,Atxn1,1,6.88516788437632,intron
Tex,mmu-miR-466i-5p,Atxn1,4,29.3211907103761,"intron,ncRNA_exon"
Tex,mmu-miR-466i-5p,Sema4d,1,4.89290852642738,intron
Tex,mmu-miR-466i-5p,Aopep,1,3.83568860686194,intron
Tex,mmu-miR-142a-3p,Hexb,1,8.41280193236715,intron
Tex,mmu-miR-155-5p,Hexb,1,4.43689839572193,intron
Tex,mmu-miR-27a-3p,Hexb,1,13.491935483871,intron
Tex,mmu-miR-27b-3p,Hexb,1,12.5,intron
Tex,mmu-miR-92a-3p,Hexb,1,3,intron
Tex,mmu-miR-466i-5p,Fam160b2,1,5.75113015815775,3' UTR
Tex,mmu-miR-466i-5p,Epsti1,2,8.25131178890979,intron
Tex,mmu-miR-466f-3p,Dnajc3,1,4.33403034707541,intron
Tex,mmu-miR-15b-5p,Il7r,1,6.44047204557353,3' UTR
Tex,mmu-miR-24-3p,Sub1,1,7.31026272577997,3' UTR
Tex,mmu-let-7i-5p,Rac2,1,4.96476071114541,3' UTR
Tex,mmu-miR-466i-5p,Grap2,2,24.3810286275675,3' UTR
Tex,mmu-miR-24-3p,Tuba1b,1,16.9827586206897,CDS
Tex,mmu-miR-3473b,Zbtb20,2,115.12278342353,intron
Tex,mmu-miR-690,Zbtb20,1,9.48181818181818,intron
Tex,mmu-miR-466i-5p,Cblb,1,7.40694224752862,intron
Tex,mmu-miR-23a-3p,Tomm70a,1,5.84530461474429,CDS
Tex,mmu-miR-23b-3p,Tomm70a,1,3.47727272727273,CDS
Tex,mmu-miR-142a-3p,Cmss1,2,11.440901602709,intron
Tex,mmu-miR-92a-3p,Cmss1,1,4.78398692810458,intron
Tex,mmu-miR-466i-5p,Lnpep,2,19.9107197723205,3' UTR
Tex,mmu-miR-26a-5p,Pim1,1,6.01471215131537,3' UTR
Tex,mmu-miR-33-5p,Pim1,1,21.163934098114,3' UTR
Tex,mmu-miR-23b-3p,H2-K1,1,11.5302871288327,CDS
Tex,mmu-miR-155-5p,Abhd16a,1,4.67407475153954,3' UTR
Tex,mmu-miR-342-3p,Ltb,1,17.6639290632264,3' UTR
Tex,mmu-miR-466i-5p,Plcl2,2,11.6347318252195,intron
Tex,mmu-miR-3473b,Plcl2,1,3.47240980127339,intron
Tex,mmu-miR-466f-3p,Plcl2,2,25.3422114890782,intron
Tex,mmu-miR-24-3p,Gm10184,1,3.80990992049891,5' UTR
Tex,mmu-miR-15b-5p,Arl2,1,3.00529877425945,3' UTR
Tex,mmu-miR-155-5p,Mark2,1,5.08901527860018,3' UTR
Tex,mmu-miR-142a-3p,Nxf1,1,7.2837466296442,3' UTR
Tex,mmu-miR-142a-3p,Ms4a4b,1,4.829924432297,3' UTR
Tex,mmu-let-7i-5p,Dusp5,1,5.82934296913395,CDS
Tex,mmu-miR-466f-3p,Pdcd4,1,5.69711916049028,intron
Tex,mmu-miR-34a-5p,Camk1d,1,11.3054160878008,intron
Tex,mmu-let-7i-5p,Prkcq,1,4.54585169985307,3' UTR
Tex,mmu-miR-103-3p,Vim,1,4,CDS
Tex,mmu-miR-16-5p,Vim,1,5.28691162793813,CDS
Tex,mmu-miR-25-3p,Rpl7a,1,130.592100138028,ncRNA_exon
Tex,mmu-miR-92a-3p,Rpl7a,1,15.0645540342299,ncRNA_exon
Tex,mmu-miR-466i-5p,Fnbp1,2,14.0727198958675,3' UTR
Tex,mmu-miR-24-3p,Fam78a,1,5.4854686505365,3' UTR
Tex,mmu-miR-191-5p,Fam78a,1,11.4709991158267,3' UTR
Tex,mmu-let-7a-5p,Fam78a,1,6.9,3' UTR
Tex,mmu-miR-142a-5p,Dync1i2,2,15.7355263157895,intron
Tex,mmu-miR-23a-3p,Cd44,2,7.5787543006828,intron
Tex,mmu-miR-23b-3p,Cd44,2,7.56666015172738,intron
Tex,mmu-miR-21a-5p,Snrnp200,1,4.90911019773184,CDS
Tex,mmu-miR-106b-5p,Dusp2,1,4.13716719010837,3' UTR
Tex,mmu-miR-155-5p,Snrpb,1,3.98850574712644,3' UTR
Tex,mmu-miR-466i-5p,Prex1,1,5.3556831228473,intron
Tex,mmu-miR-20a-5p,Znfx1,1,6.30574102650339,3' UTR
Tex,mmu-miR-210-3p,B4galt5,1,13.6671954307147,3' UTR
Tex,mmu-miR-16-5p,Gnas,1,31.0121348061374,3' UTR
Tex,mmu-miR-466i-5p,Tbl1xr1,1,6.13758310436393,3' UTR
Tex,mmu-miR-30c-5p,Exosc8,1,8.84473608720597,ncRNA_exon
Tex,mmu-miR-466i-5p,Mbnl1,3,15.0396535123119,intron
Tex,mmu-miR-466i-5p,Kpna4,2,23.7248179931172,ncRNA_exon
Tex,mmu-miR-466f-3p,Frrs1,1,5.98936170212766,intron
Tex,mmu-miR-690,Col24a1,1,4,intron
Tex,mmu-miR-20a-5p,Sigmar1,1,4.578125,CDS
Tex,mmu-miR-24-3p,Gba2,1,3.49418604651163,3' UTR
Tex,mmu-miR-142a-3p,Coro2a,1,4.49411764705882,3' UTR
Tex,mmu-miR-466i-5p,Akna,2,21.2414981934868,3' UTR
Tex,mmu-let-7a-5p,Akna,1,17.7400356974818,CDS
Tex,mmu-let-7d-5p,Akna,1,37.9097534414424,CDS
Tex,mmu-miR-466i-5p,Rraga,1,6.81178380022882,3' UTR
Tex,mmu-miR-466i-5p,Laptm5,1,4.5641056538427,intron
Tex,mmu-miR-466f-3p,Runx3,2,16.1030345458093,3' UTR
Tex,mmu-miR-155-5p,Nsd2,1,4.21514536849223,3' UTR
Tex,mmu-let-7i-5p,Nelfa,1,5.32621473354232,CDS
Tex,mmu-miR-17-5p,Wdr1,1,4.82559790556158,3' UTR
Tex,mmu-miR-3473b,Pcdh7,1,3.5,intron
Tex,mmu-miR-690,Tmprss11c,2,12.2595094856124,intron
Tex,mmu-miR-466f-3p,Lrrc8c,1,5.61702127659575,intron
Tex,mmu-miR-466i-5p,Lrrc8c,1,4.429375,intron
Tex,mmu-miR-466i-5p,Cit,1,4.04666666666667,intron
Tex,mmu-let-7d-5p,Lrwd1,1,8.22413793103448,3' UTR
Tex,mmu-miR-30c-5p,Gigyf1,1,6.62288087530197,3' UTR
Tex,mmu-let-7a-5p,Gm20605,1,4.96990559407065,3' UTR
Tex,mmu-let-7a-5p,Actb,1,5.16666666666667,CDS
Tex,mmu-let-7d-5p,Actb,1,5.5,CDS
Tex,mmu-miR-3473b,Eif2ak1,1,43.7736185373897,intron
Tex,mmu-miR-142a-3p,Cdk8,1,3.09716671965897,intron
Tex,mmu-miR-320-3p,Cdk8,1,3.94705882352941,intron
Tex,mmu-miR-147-3p,Ndufa4,1,9.55442172969382,3' UTR
Tex,mmu-miR-210-3p,Ndufa4,1,6.00479029167554,3' UTR
Tex,mmu-miR-466i-5p,Mtpn,1,4.88805970149254,3' UTR
Tex,mmu-miR-142a-3p,Gimap4,1,5.85852713178295,3' UTR
Tex,mmu-miR-92a-3p,Znrf2,1,5.82575591808195,3' UTR
Tex,mmu-miR-27a-3p,Tmsb10,1,3.40419339101004,3' UTR
Tex,mmu-miR-27b-3p,Tmsb10,1,5.76869384328702,3' UTR
Tex,mmu-miR-92a-3p,Cd69,1,9.983852512898,3' UTR
Tex,mmu-miR-92a-3p,Kras,1,6.89655007944945,CDS
Tex,mmu-miR-155-5p,Sae1,1,24.646806433385,CDS
Tex,mmu-miR-92a-3p,Sertad3,1,41.6028996220179,3' UTR
Tex,mmu-miR-185-5p,Emc10,1,4.39567214700193,3' UTR
Tex,mmu-miR-5121,Rpl13a,1,81.3969647060653,ncRNA_exon
Tex,mmu-miR-466i-5p,Il21r,2,12.1576331901935,3' UTR
Tex,mmu-miR-466i-5p,Rasa3,1,3.87819514484754,intron
Tex,mmu-miR-142a-3p,Tpm4,1,7.79484116605055,3' UTR
Tex,mmu-miR-466i-5p,Inpp4b,1,4.79318546621918,intron
Tex,mmu-miR-466i-5p,Cmip,2,10.99148622776,intron
Tex,mmu-miR-466f-3p,Cmip,1,5.52394631742188,intron
Tex,mmu-miR-3473b,Cmip,1,6.5,intron
Tex,mmu-miR-466i-5p,Ankrd11,1,6.98101265822785,intron
Tex,mmu-miR-24-3p,Taf1d,1,2047.06587252307,3' UTR
Tex,mmu-miR-466i-5p,Cep295,2,78.7268683052422,"intron,ncRNA_exon"
Tex,mmu-miR-15b-5p,Ppan,1,10.4911960699307,ncRNA_exon
Tex,mmu-miR-15a-5p,Hspa8,1,6.96009510572892,CDS
Tex,mmu-let-7d-5p,H2ax,1,4.62214061279319,5' UTR
Tex,mmu-miR-466i-5p,Pclaf,1,6.71911632351471,3' UTR
Tex,mmu-miR-466i-5p,Rab8b,1,12.3989500071022,3' UTR
Tex,mmu-miR-142a-3p,Rps27l,1,7.96556612044855,3' UTR
Tex,mmu-miR-26b-5p,Mindy2,1,4.75285857889601,3' UTR
Tex,mmu-miR-18a-5p,Armc8,1,5.12054246412285,3' UTR
Tex,mmu-miR-378a-3p,Shisa5,1,4.52414300815464,3' UTR
Tex,mmu-miR-15b-5p,Lars2,1,5.49290526028776,3' UTR
Tex,mmu-miR-142a-3p,mt-Nd1,2,47.3416766859336,CDS
Tex,mmu-miR-155-5p,mt-Nd1,2,701.435137964936,CDS
Tex,mmu-miR-18a-5p,mt-Nd1,1,4.93624223984265,CDS
Tex,mmu-miR-19b-3p,mt-Nd1,1,8.6734633298231,CDS
Tex,mmu-miR-191-5p,mt-Nd1,1,4.46022727272727,CDS
Tex,mmu-miR-21a-5p,mt-Nd1,1,8.71792873243919,CDS
Tex,mmu-miR-27a-3p,mt-Nd1,1,4.97191011235955,CDS
Tex,mmu-miR-155-5p,mt-Nd2,1,5.3884555671015,CDS
Tex,mmu-miR-21a-5p,mt-Nd2,1,86.9938094632656,CDS
Tex,mmu-miR-142a-3p,mt-Co1,2,14.0728821515453,CDS
Tex,mmu-miR-142a-3p,mt-Nd4,1,23.4375847500954,CDS
Tex,mmu-miR-142a-3p,mt-Nd5,1,7.59167653989923,CDS
Tex,mmu-miR-24-3p,mt-Nd5,1,40.4314756307902,CDS
Tex,mmu-miR-142a-3p,mt-Cytb,2,14.8438964220017,CDS
Tex,mmu-miR-24-3p,Rpl39,1,7.52979174796275,ncRNA_exon
Tex,mmu-miR-20a-5p,Xiap,1,6.36,3' UTR
Tex,mmu-miR-466i-5p,Elf4,1,5.36065952021834,5' UTR
