state,miRNA,gene,n_clusters,coverage,regions
Teff,mmu-miR-191-5p,Ethe1,1,8.34124487004104,3' UTR
Teff,mmu-miR-92a-3p,Sertad3,2,51.9976168856257,3' UTR
Teff,mmu-let-7i-5p,Zfp36,1,4.97159090909091,CDS
Teff,mmu-miR-92a-3p,Pop4,1,6.68729942587389,3' UTR
Teff,mmu-miR-185-5p,Emc10,1,8.97843081440247,3' UTR
Teff,mmu-miR-15b-5p,Rpl13a,2,45.0200607296491,ncRNA_exon
Teff,mmu-miR-16-5p,Rpl13a,1,7.62524216147597,ncRNA_exon
Teff,mmu-miR-142a-3p,Rpl13a,1,3.41937728185025,ncRNA_exon
Teff,mmu-miR-5121,Rpl13a,2,60.8456434816863,ncRNA_exon
Teff,mmu-miR-466f-3p,E2f8,1,5.02950375797017,3' UTR
Teff,mmu-miR-466i-5p,Klf13,1,7.20225519245359,3' UTR
Teff,mmu-miR-3960,Slco3a1,1,3,5' UTR
Teff,mmu-miR-142a-3p,Lrrc32,1,4.31034482758621,3' UTR
Teff,mmu-miR-24-3p,Spcs2,1,5.13924502236146,3' UTR
Teff,mmu-miR-466f-3p,Stim1,1,4.77027186480934,intron
Teff,mmu-miR-93-5p,Eif4g2,1,3.47647058823529,CDS
Teff,mmu-miR-466i-5p,Il21r,2,28.6639162383186,3' UTR
Teff,mmu-miR-16-5p,Aldoa,1,5.20506407892311,3' UTR
Teff,mmu-miR-466i-5p,Fus,1,13.4321297280539,3' UTR
Teff,mmu-miR-3473b,Wdr17,1,6.97368421052632,intron
Teff,mmu-miR-466i-5p,Inpp4b,3,24.5861372757361,intron
Teff,mmu-miR-142a-3p,Herpud1,1,3.29411764705882,3' UTR
Teff,mmu-let-7g-5p,Nfatc3,1,3.8484381997313,CDS
Teff,mmu-miR-342-3p,Nfatc3,1,5.36262837517391,3' UTR
Teff,mmu-miR-466i-5p,Cmip,1,4.34461462450593,intron
Teff,mmu-miR-466f-3p,Cmip,1,3.88832167832168,intron
Teff,mmu-miR-3473b,Cmip,1,5.01057863879684,intron
Teff,mmu-miR-466i-5p,Cotl1,2,8.76622045397776,intron
Teff,mmu-miR-466f-3p,Cotl1,3,15.458952101349,intron
Teff,mmu-miR-466f-3p,Maml2,1,3.48245614035088,intron
Teff,mmu-miR-466i-5p,Maml2,3,15.8875069669773,intron
Teff,mmu-miR-142a-3p,Taf1d,1,6.9484290113008,3' UTR
Teff,mmu-miR-24-3p,Taf1d,1,3274.79605175493,3' UTR
Teff,mmu-miR-466i-5p,Cep295,2,137.360466072452,"intron,ncRNA_exon"
Teff,mmu-miR-466i-5p,Smco4,1,3.98823529411765,3' UTR
Teff,mmu-miR-24-3p,Ppan,2,18.2703977245605,ncRNA_exon
Teff,mmu-miR-15b-5p,Ppan,3,30.2116466857499,ncRNA_exon
Teff,mmu-miR-466i-5p,Ets1,1,5.67692307692308,3' UTR
Teff,mmu-miR-15a-5p,Hspa8,1,11.0175388641025,CDS
Teff,mmu-miR-15b-5p,Hspa8,1,7.88490973872604,CDS
Teff,mmu-let-7i-5p,H2ax,1,3.03944618599791,5' UTR
Teff,mmu-miR-466i-5p,Pclaf,1,9.12004183137639,3' UTR
Teff,mmu-miR-466i-5p,Rab8b,2,17.3223138052327,3' UTR
Teff,mmu-miR-142a-3p,Rps27l,1,14.474699021165,3' UTR
Teff,mmu-miR-26b-5p,Mindy2,1,4.43924731182796,3' UTR
Teff,mmu-miR-466f-3p,Bckdhb,1,4.3160147061015,intron
Teff,mmu-miR-378a-3p,Shisa5,1,4.38947615691802,3' UTR
Teff,mmu-miR-16-5p,Rpl14,1,6.42857142857143,3' UTR
Teff,mmu-miR-142a-3p,Lars2,1,6.00863587762144,3' UTR
Teff,mmu-miR-15b-5p,Lars2,1,16.9915254237288,3' UTR
Teff,mmu-miR-16-5p,Lars2,1,3.98333333333333,3' UTR
Teff,mmu-miR-484,Lars2,1,5,3' UTR
Teff,mmu-miR-155-5p,mt-Nd1,3,274.563848815461,CDS
Teff,mmu-miR-142a-3p,mt-Nd1,2,46.3463771108172,CDS
Teff,mmu-miR-191-5p,mt-Nd1,1,4.22423681505245,CDS
Teff,mmu-miR-21a-5p,mt-Nd2,1,830.941184677306,CDS
Teff,mmu-miR-1198-5p,mt-Co1,1,3,CDS
Teff,mmu-miR-142a-3p,mt-Co1,1,7.61659731113956,CDS
Teff,mmu-miR-150-3p,mt-Co1,1,5.2183908045977,CDS
Teff,mmu-let-7a-5p,mt-Nd4,1,7.96356255012029,CDS
Teff,mmu-let-7d-5p,mt-Nd4,1,3.99411764705882,CDS
Teff,mmu-miR-142a-3p,mt-Nd4,1,33.5703594843201,CDS
Teff,mmu-miR-142a-3p,mt-Nd5,1,5.84684750814642,CDS
Teff,mmu-miR-24-3p,mt-Nd5,1,30.4271829955106,CDS
Teff,mmu-miR-142a-3p,mt-Cytb,2,14.560627539528,CDS
Teff,mmu-miR-17-5p,Xiap,1,7.27120194584356,3' UTR
Teff,mmu-miR-20a-5p,Xiap,1,5.96511627906977,3' UTR
Teff,mmu-miR-93-5p,Xiap,1,4.38751480759677,3' UTR
Teff,mmu-miR-466i-5p,Elf4,1,7.84848127797726,5' UTR
Teff,mmu-miR-652-3p,Tmem164,2,13.4428927553928,ncRNA_exon
Tmem,mmu-miR-92a-3p,Pcmtd1,1,11.9392760310469,3' UTR
Tmem,mmu-miR-92a-3p,Tram2,1,4.47894736842105,3' UTR
Tmem,mmu-miR-484,Ptpn18,1,5.86720089519375,3' UTR
Tmem,mmu-miR-466i-5p,Fam168b,1,3.5593537414966,3' UTR
Tmem,mmu-miR-92a-3p,Map4k4,1,3.98876404494382,CDS
Tmem,mmu-miR-17-5p,Nabp1,1,6.01615433538266,3' UTR
Tmem,mmu-miR-20a-5p,Nabp1,1,4.5,3' UTR
Tmem,mmu-miR-466i-5p,Ankrd44,1,6.29084284819579,intron
Tmem,mmu-miR-466f-3p,Casp8,2,16.2688822763323,3' UTR
Tmem,mmu-let-7f-5p,Nop58,1,6.61254065255235,ncRNA_exon
Tmem,mmu-let-7g-5p,Nop58,1,5.6726787656811,ncRNA_exon
Tmem,mmu-miR-142a-3p,Nop58,1,5.40766876134934,ncRNA_exon
Tmem,mmu-miR-466i-5p,Ino80d,1,3.45180722891566,intron
Tmem,mmu-let-7a-5p,Arpc2,1,5.96300287356322,CDS
Tmem,mmu-miR-1839-5p,Arpc2,1,3.5,CDS
Tmem,mmu-miR-31-5p,Mrpl44,1,14.9828239289446,5' UTR
Tmem,mmu-miR-3535,Ncl,2,58.5889601892125,ncRNA_exon
Tmem,mmu-miR-16-5p,Hjurp,1,8.81645303211073,3' UTR
Tmem,mmu-miR-466i-5p,Arl4c,1,7.35812198067633,3' UTR
Tmem,mmu-miR-142a-5p,Septin2,1,4.05430133591898,3' UTR
Tmem,mmu-miR-15a-5p,Septin2,1,7.23346527068437,3' UTR
Tmem,mmu-miR-15b-5p,Bcl2,1,4.27885597548519,3' UTR
Tmem,mmu-miR-466i-5p,Bcl2,6,43.5653515082307,intron
Tmem,mmu-miR-142a-3p,Bcl2,1,4.7794707297514,intron
Tmem,mmu-miR-106b-5p,Atp2b4,1,3.94750908713981,3' UTR
Tmem,mmu-miR-27a-3p,Btg2,1,4.96511627906977,3' UTR
Tmem,mmu-miR-27b-3p,Btg2,1,4,3' UTR
Tmem,mmu-miR-92a-3p,Btg2,1,6.99462365591398,3' UTR
Tmem,mmu-miR-342-3p,Ptprc,1,7.94089147286822,3' UTR
Tmem,mmu-miR-27a-3p,Ptprc,1,18.5542788902682,CDS
Tmem,mmu-miR-19b-3p,Ivns1abp,1,6.32236842105263,3' UTR
Tmem,mmu-miR-20a-5p,Smg7,1,7.72547702358352,CDS
Tmem,mmu-miR-466i-5p,Rnasel,1,11.4436905910348,3' UTR
Tmem,mmu-miR-210-3p,Prrc2c,1,3.17486255914433,CDS
Tmem,mmu-miR-17-5p,Uhmk1,1,3.46022727272727,3' UTR
Tmem,mmu-miR-142a-3p,Fcrla,1,6.25275491074173,ncRNA_exon
Tmem,mmu-miR-103-3p,Tagln2,1,4.73091939952323,3' UTR
Tmem,mmu-miR-210-3p,Adss,1,3.69983141533249,CDS
Tmem,mmu-miR-92a-3p,Wdr26,1,8.13372093023256,3' UTR
Tmem,mmu-miR-142a-3p,Mia3,1,7.64236666929108,CDS
Tmem,mmu-miR-26a-5p,Rps12,3,196.181410390805,ncRNA_exon
Tmem,mmu-miR-26b-5p,Rps12,3,245.097003865088,ncRNA_exon
Tmem,mmu-miR-93-5p,Rps12,1,4.84015761234071,ncRNA_exon
Tmem,mmu-miR-142a-5p,Themis,1,4.4409604763053,3' UTR
Tmem,mmu-miR-147-3p,Tspyl4,1,4.72065348994449,3' UTR
Tmem,mmu-miR-92a-3p,Fyn,1,8.97985769183847,5' UTR
Tmem,mmu-miR-466f-3p,Traf3ip2,1,5.79111335230836,intron
Tmem,mmu-miR-142a-3p,Rev3l,1,6.19118552444803,3' UTR
Tmem,mmu-miR-142a-3p,Sesn1,1,4.85542104478282,CDS
Tmem,mmu-let-7d-5p,Ascc3,1,14.2601605881895,CDS
Tmem,mmu-miR-24-3p,Vsir,1,6.77495745887691,3' UTR
Tmem,mmu-miR-92a-3p,Vsir,1,4.75094996089226,3' UTR
Tmem,mmu-miR-142a-3p,Cisd1,1,15.8197633955478,3' UTR
Tmem,mmu-miR-23a-3p,Zwint,2,8.67155205905206,3' UTR
Tmem,mmu-let-7a-5p,Pfkl,1,3.62165257223397,CDS
Tmem,mmu-let-7a-5p,Cdc34,1,4,3' UTR
Tmem,mmu-let-7g-5p,Cdc34,1,5.47023117654656,3' UTR
Tmem,mmu-miR-142a-3p,Bsg,1,5.74942220754286,3' UTR
Tmem,mmu-miR-92a-3p,Cnn2,1,7.27349748132677,3' UTR
Tmem,mmu-miR-23a-3p,Cnn2,1,9.74934304040869,3' UTR
Tmem,mmu-miR-155-5p,Csnk1g2,1,21.5016420361248,3' UTR
Tmem,mmu-miR-26b-5p,Mknk2,1,8.3692085804478,3' UTR
Tmem,mmu-miR-466i-5p,Zbtb7a,2,8.10241912906715,3' UTR
Tmem,mmu-miR-142a-3p,Tmpo,1,4.39759994760381,3' UTR
Tmem,mmu-miR-92a-3p,Cdk17,1,4.30041797283177,3' UTR
Tmem,mmu-miR-210-3p,Cdk17,1,5.33970756012987,3' UTR
Tmem,mmu-miR-25-3p,Rassf3,1,9.93219256246758,3' UTR
Tmem,mmu-miR-16-5p,Xpot,1,4.18548495456558,CDS
Tmem,mmu-miR-466f-3p,Ppm1h,1,6.47807253353177,intron
Tmem,mmu-miR-677-5p,Atp5b,1,7.43333333333333,ncRNA_exon
Tmem,mmu-miR-142a-3p,Baz2a,1,5.0421188630491,CDS
Tmem,mmu-miR-324-5p,Suox,1,5.1164208925403,3' UTR
Tmem,mmu-miR-24-3p,Myo1g,1,3.96022727272727,3' UTR
Tmem,mmu-miR-92a-3p,Ikzf1,1,27.7767369270275,3' UTR
Tmem,mmu-miR-27a-3p,Ikzf1,1,20.1962294845164,3' UTR
Tmem,mmu-miR-26b-5p,B3gnt2,1,3.85871212121212,3' UTR
Tmem,mmu-let-7a-5p,Stk10,1,5.29434430512017,CDS
Tmem,mmu-miR-210-3p,Dock2,1,5,3' UTR
Tmem,mmu-let-7f-5p,Dock2,1,6.48866011116679,intron
Tmem,mmu-miR-466i-5p,Adam19,1,11.5329618477908,3' UTR
Tmem,mmu-miR-155-5p,Itk,1,11.8614803305712,3' UTR
Tmem,mmu-miR-423-3p,Rack1,1,6.12756102908148,5' UTR
Tmem,mmu-miR-92a-3p,Irgm1,1,8.31446791521598,CDS
Tmem,mmu-miR-342-3p,Zfp62,1,4.94230769230769,CDS
Tmem,mmu-miR-142a-3p,Rapgef6,1,7.9978966714531,3' UTR
Tmem,mmu-miR-671-5p,Anxa6,1,3.57160166574467,3' UTR
Tmem,mmu-miR-466i-5p,Larp1,2,23.9312128246142,3' UTR
Tmem,mmu-miR-466i-5p,Gid4,1,5.80966393576694,5' UTR
Tmem,mmu-miR-466i-5p,Akap10,1,3.45505617977528,3' UTR
Tmem,mmu-miR-92a-3p,Akap10,1,4.00406189461234,CDS
Tmem,mmu-let-7g-5p,Cox10,1,6.46067415730337,CDS
Tmem,mmu-miR-92a-3p,Trappc1,1,5.88626056899573,CDS
Tmem,mmu-miR-210-3p,Kdm6b,2,12.7568974312416,CDS
Tmem,mmu-miR-29b-3p,Eif5a,1,4.89755639097744,CDS
Tmem,mmu-miR-21a-5p,Rnf167,1,5.21853334293293,3' UTR
Tmem,mmu-miR-103-3p,Pfn1,1,11.6868740824594,3' UTR
Tmem,mmu-miR-16-5p,Pfn1,1,4.12940895913148,3' UTR
Tmem,mmu-miR-92a-3p,Pfn1,1,12.2786857856092,3' UTR
Tmem,mmu-miR-466i-5p,Spag7,1,8.18658168937093,3' UTR
Tmem,mmu-miR-26a-5p,Mybbp1a,1,4.28749703970739,CDS
Tmem,mmu-miR-92a-3p,Zzef1,1,9.05480307035991,CDS
Tmem,mmu-miR-24-3p,Prpf8,1,3.82858693364083,CDS
Tmem,mmu-miR-92a-3p,Myo1c,2,31.7716815619778,3' UTR
Tmem,mmu-miR-29b-3p,Blmh,1,4.39130212434425,3' UTR
Tmem,mmu-miR-423-3p,Nsrp1,1,8,ncRNA_exon
Tmem,mmu-miR-23a-3p,Ssh2,1,5.35800889877642,ncRNA_exon
Tmem,mmu-miR-23b-3p,Ssh2,1,6.66273844715179,ncRNA_exon
Tmem,mmu-miR-466i-5p,Nufip2,2,22.1149496099459,3' UTR
Tmem,mmu-let-7d-5p,Fam222b,1,4.80143540669856,CDS
Tmem,mmu-miR-142a-3p,Aatf,1,8.99302584147496,CDS
Tmem,mmu-miR-21a-3p,Vmp1,2,7.88591061781221,3' UTR
Tmem,mmu-miR-21a-5p,Vmp1,2,9.17945539967279,3' UTR
Tmem,mmu-miR-466i-5p,Trim25,2,11.2897978315188,3' UTR
Tmem,mmu-miR-466i-5p,Spop,2,17.6969233838409,5' UTR
Tmem,mmu-miR-466i-5p,Skap1,2,10.3920215068386,intron
Tmem,mmu-miR-466i-5p,Msl1,2,12.2499573873068,3' UTR
Tmem,mmu-miR-29b-3p,Top2a,1,3.5,CDS
Tmem,mmu-miR-15a-5p,Ccr7,1,10.5284090909091,3' UTR
Tmem,mmu-miR-15b-5p,Ccr7,1,12.9845808802916,3' UTR
Tmem,mmu-miR-16-5p,Ccr7,1,16.2948446794448,3' UTR
Tmem,mmu-miR-27a-3p,Acly,1,3.96111111111111,3' UTR
Tmem,mmu-miR-466i-5p,Ubtf,1,4.71991185897436,3' UTR
Tmem,mmu-miR-466i-5p,Itgb3,1,14.6306125765948,3' UTR
Tmem,mmu-miR-210-3p,Bptf,1,5.62650838202161,CDS
Tmem,mmu-miR-103-3p,Gga3,1,6.57170923667093,3' UTR
Tmem,mmu-miR-142a-3p,Gga3,1,4.71511627906977,3' UTR
Tmem,mmu-miR-142a-3p,H3f3b,1,4.77305581544054,3' UTR
Tmem,mmu-miR-142a-3p,Tnrc6c,1,5.23786682494548,CDS
Tmem,mmu-miR-92a-3p,Rnf213,1,4.96993625441178,CDS
Tmem,mmu-miR-142a-3p,Slc38a10,1,10.3086564605694,3' UTR
Tmem,mmu-miR-16-5p,Arhgdia,1,4.96066573875563,3' UTR
Tmem,mmu-miR-484,Fasn,1,5.45872463028137,CDS
Tmem,mmu-miR-425-5p,Fasn,1,8.25119423872195,CDS
Tmem,mmu-miR-18a-5p,Fasn,1,7.88388482659924,CDS
Tmem,mmu-miR-92a-3p,Slc16a3,1,3.4438202247191,CDS
Tmem,mmu-miR-24-3p,Dtnb,1,3.83832721009049,3' UTR
Tmem,mmu-miR-142a-5p,Id2,1,33.3755798844893,3' UTR
Tmem,mmu-miR-30d-5p,Ccdc71l,1,14.9635931597139,3' UTR
Tmem,mmu-miR-30e-5p,Ccdc71l,1,30.6635178832158,3' UTR
Tmem,mmu-miR-466f-3p,Atxn7l1,1,9.06278940982658,intron
Tmem,mmu-miR-142a-3p,Hectd1,1,4.2850533672449,3' UTR
Tmem,mmu-miR-15a-5p,Mthfd1,1,3.5,CDS
Tmem,mmu-miR-142a-3p,Gphn,1,4.5,intron
Tmem,mmu-miR-423-3p,Gphn,1,7.5,intron
Tmem,mmu-miR-106b-5p,Zfyve26,1,3.47252747252747,3' UTR
Tmem,mmu-miR-466i-5p,Srsf5,2,12.8377518686664,5' UTR
Tmem,mmu-miR-142a-3p,Elmsan1,1,4.46720430107527,3' UTR
Tmem,mmu-miR-27a-3p,Erg28,1,7.48295009145545,3' UTR
Tmem,mmu-miR-142a-3p,Psmc1,1,6.80937508232133,CDS
Tmem,mmu-miR-466i-5p,Itpk1,2,26.2576680720164,3' UTR
Tmem,mmu-miR-24-3p,Gm20604,1,5.43103448275862,3' UTR
Tmem,mmu-let-7g-5p,Dicer1,1,9.6560015446822,CDS
Tmem,mmu-miR-466i-5p,Bcl11b,2,10.7420111235352,"3' UTR,intron"
Tmem,mmu-miR-466f-3p,Bcl11b,1,9.67003003003003,intron
Tmem,mmu-miR-466h-3p,Bcl11b,1,3.39021461111677,intron
Tmem,mmu-miR-92a-3p,Ccnk,1,5.80670330488025,CDS
Tmem,mmu-miR-342-3p,Evl,1,5.80534946063432,ncRNA_exon
Tmem,mmu-miR-466i-5p,Evl,2,22.6569543903637,ncRNA_exon
Tmem,mmu-miR-466f-3p,Evl,2,10.2924596345516,intron
Tmem,mmu-miR-92a-3p,Mta1,1,4.00367885671623,CDS
Tmem,mmu-miR-466i-5p,Tedc1,2,9.3533382301712,3' UTR
Tmem,mmu-miR-23a-3p,Zfp386,1,4.00194013303769,CDS
Tmem,mmu-miR-17-5p,Tasor2,1,4.32405094905095,CDS
Tmem,mmu-miR-20a-5p,Tasor2,1,7.7948625330398,CDS
Tmem,mmu-miR-17-5p,Pfkp,1,9.79930534581698,3' UTR
Tmem,mmu-miR-20a-5p,Pfkp,1,6.83643546971027,3' UTR
Tmem,mmu-miR-466f-3p,Pfkp,2,9.84222325293754,intron
Tmem,mmu-miR-142a-3p,Lyst,1,5.26091538901496,3' UTR
Tmem,mmu-miR-466f-3p,Elmo1,2,12.1096546323959,intron
Tmem,mmu-miR-142a-3p,H4c11,1,4.76872533147668,3' UTR
Tmem,mmu-miR-16-5p,H4c11,1,7.25069323439284,3' UTR
Tmem,mmu-miR-24-3p,H2bc12,1,4.19844717391571,5' UTR
Tmem,mmu-miR-24-3p,H2bc11,1,15.5542017714179,5' UTR
Tmem,mmu-miR-24-3p,H2bc9,1,4.50300894001861,5' UTR
Tmem,mmu-miR-484,H4c6,1,4.65111962724795,CDS
Tmem,mmu-miR-23a-3p,H1f3,2,11.1161676657067,CDS
Tmem,mmu-miR-23b-3p,H1f3,1,4.56426396274515,CDS
Tmem,mmu-miR-671-5p,H1f4,1,7.91885470426023,5' UTR
Tmem,mmu-miR-34a-5p,H2bc4,2,20.7872688114837,"3' UTR,intron"
Tmem,mmu-miR-652-3p,H3c3,1,6.41490040858018,3' UTR
Tmem,mmu-miR-652-3p,H3c2,1,4.38098928064058,3' UTR
Tmem,mmu-miR-24-3p,BC005537,1,3.5,CDS
Tmem,mmu-miR-23a-3p,Riok1,1,5.50276576071355,3' UTR
Tmem,mmu-miR-466i-5p,Atxn1,1,3.69246794871795,intron
Tmem,mmu-miR-92a-3p,Fam120a,1,5.84659090909091,CDS
Tmem,mmu-miR-142a-3p,Hnrnpa0,1,3.86242596518905,3' UTR
Tmem,mmu-miR-466f-3p,Fancc,1,3.87592273879869,intron
Tmem,mmu-miR-23a-3p,Zfp429,1,4.42044867504961,3' UTR
Tmem,mmu-miR-425-5p,Sdha,1,4.31072796934866,CDS
Tmem,mmu-miR-142a-3p,Rasa1,1,3.48594378807022,CDS
Tmem,mmu-miR-21a-5p,Ssbp2,1,9.24337669666459,intron
Tmem,mmu-miR-142a-3p,Iqgap2,1,4.78964737935274,CDS
Tmem,mmu-miR-142a-3p,Hexb,1,13.9451219512195,intron
Tmem,mmu-miR-210-3p,Hexb,1,3,intron
Tmem,mmu-miR-23a-3p,Hexb,1,5,intron
Tmem,mmu-miR-27a-3p,Hexb,1,18.9811649808162,intron
Tmem,mmu-miR-27b-3p,Hexb,1,9.97826086956522,intron
Tmem,mmu-miR-92a-3p,Hexb,1,5.97093023255814,intron
Tmem,mmu-miR-27a-3p,Tnpo1,1,3,3' UTR
Tmem,mmu-miR-34a-5p,Il31ra,1,3.5,intron
Tmem,mmu-miR-106a-5p,Paip1,1,3.5,3' UTR
Tmem,mmu-miR-17-5p,Paip1,1,11.049231792666,3' UTR
Tmem,mmu-miR-20a-5p,Paip1,1,7.95819084687732,3' UTR
Tmem,mmu-miR-20b-5p,Paip1,1,4.42548328108673,3' UTR
Tmem,mmu-miR-93-5p,Paip1,1,5.94117647058824,3' UTR
Tmem,mmu-miR-29b-3p,Hmgcs1,1,4.42928478187117,3' UTR
Tmem,mmu-miR-466f-3p,Gng2,1,3.5,intron
Tmem,mmu-miR-92a-3p,Dnajc9,1,10.4431743750673,CDS
Tmem,mmu-miR-155-5p,Tspan14,1,6.51901427703285,3' UTR
Tmem,mmu-miR-466i-5p,Mapk1ip1l,1,9.69960265462883,3' UTR
Tmem,mmu-miR-210-3p,Oxa1l,1,5.44470811580446,3' UTR
Tmem,mmu-miR-466i-5p,Spata13,1,4.33141207951891,3' UTR
Tmem,mmu-miR-466f-3p,Dpysl2,1,4.62225703854261,intron
Tmem,mmu-miR-210-3p,Kctd9,1,4.76350680677829,3' UTR
Tmem,mmu-miR-466i-5p,Reep4,2,14.9907710305893,3' UTR
Tmem,mmu-miR-466i-5p,Fam160b2,2,20.0557730219049,3' UTR
Tmem,mmu-miR-466i-5p,Rnf219,1,12.3155049065293,3' UTR
Tmem,mmu-miR-466f-3p,Dnajc3,3,23.3913822234332,intron
Tmem,mmu-miR-23a-3p,Dnajc3,1,4.82506132393461,CDS
Tmem,mmu-miR-24-3p,Tm9sf2,1,5.66434040009655,CDS
Tmem,mmu-miR-142a-3p,Tm9sf2,1,5.69326391998806,CDS
Tmem,mmu-miR-18a-5p,Tm9sf2,1,5.51531280707501,3' UTR
Tmem,mmu-miR-142a-3p,Ttc33,1,4.45037239848076,CDS
Tmem,mmu-miR-466i-5p,Rictor,1,10.423791973792,3' UTR
Tmem,mmu-miR-15b-5p,Il7r,1,14.9139937391269,3' UTR
Tmem,mmu-miR-24-3p,Sub1,1,12.5242709143146,3' UTR
Tmem,mmu-miR-210-3p,Marchf6,1,5.70415664260893,3' UTR
Tmem,mmu-miR-744-5p,Pabpc1,1,5.41502662228641,5' UTR
Tmem,mmu-let-7b-5p,Myc,2,8.52133714523041,3' UTR
Tmem,mmu-miR-24-3p,Ptp4a3,1,6.15243250467789,5' UTR
Tmem,mmu-miR-16-5p,Ly6e,1,4.15505050505051,3' UTR
Tmem,mmu-miR-24-3p,Ly6e,1,6.93965517241379,3' UTR
Tmem,mmu-miR-671-5p,Ly6e,1,15.2098789188558,3' UTR
Tmem,mmu-miR-16-5p,Ly6a,1,6.68651903651904,3' UTR
Tmem,mmu-miR-92a-3p,Ly6a,1,4.48843205795453,3' UTR
Tmem,mmu-miR-24-3p,Plec,1,6.89084949712644,3' UTR
Tmem,mmu-miR-26b-5p,Rac2,1,4.43911544896456,3' UTR
Tmem,mmu-let-7i-5p,Rac2,2,41.2232432208862,3' UTR
Tmem,mmu-miR-466i-5p,Rac2,1,7.1708455165692,intron
Tmem,mmu-miR-142a-3p,Lgals1,1,3.74167324426967,3' UTR
Tmem,mmu-miR-103-3p,Sun2,1,4.92249417249417,3' UTR
Tmem,mmu-let-7f-5p,Apobec3,1,6.04713795863052,3' UTR
Tmem,mmu-miR-466i-5p,Grap2,2,52.6104080692872,3' UTR
Tmem,mmu-miR-24-3p,Tob2,1,5.10297001961334,CDS
Tmem,mmu-miR-92a-3p,Tcf20,1,6.71934460887949,CDS
Tmem,mmu-miR-466i-5p,Prr5,1,13.8719852485478,3' UTR
Tmem,mmu-miR-30e-5p,Sbf1,1,5.25325900422278,3' UTR
Tmem,mmu-miR-466i-5p,Ccnt1,1,6.44827586206897,3' UTR
Tmem,mmu-miR-466i-5p,Arf3,2,9.56156872827555,3' UTR
Tmem,mmu-miR-130b-5p,Kmt2d,1,3.16749027376919,3' UTR
Tmem,mmu-miR-24-3p,Lmbr1l,1,6.18151852734852,3' UTR
Tmem,mmu-miR-24-3p,Tuba1b,2,78.5339503630213,CDS
Tmem,mmu-miR-24-3p,Tuba1c,1,4.97687784014969,CDS
Tmem,mmu-miR-210-3p,Dip2b,1,5.38806037716326,3' UTR
Tmem,mmu-miR-466f-3p,Bin2,1,3.35448717948718,3' UTR
Tmem,mmu-miR-92a-3p,Itgb7,1,13.2108030799578,CDS
Tmem,mmu-miR-23a-3p,Glyr1,1,3.5,3' UTR
Tmem,mmu-miR-19b-3p,Socs1,1,7.2009765464045,3' UTR
Tmem,mmu-miR-18a-5p,Socs1,1,5.18445220911139,CDS
Tmem,mmu-miR-466i-5p,Rmi2,1,6.01785714285714,3' UTR
Tmem,mmu-miR-210-3p,Zdhhc8,1,9.85294893126749,CDS
Tmem,mmu-let-7b-5p,Alg3,1,4.15086206896552,3' UTR
Tmem,mmu-miR-92a-3p,Eif4a2,1,8.49272409257517,3' UTR
Tmem,mmu-miR-19b-3p,Fam162a,1,3.77091090670725,3' UTR
Tmem,mmu-miR-466i-5p,Gsk3b,1,4.75481886591416,3' UTR
Tmem,mmu-miR-3473b,Zbtb20,2,41.7551673081008,intron
Tmem,mmu-miR-690,Zbtb20,1,22.0222317679654,intron
Tmem,mmu-miR-142a-3p,Cd47,1,3.96491228070175,CDS
Tmem,mmu-let-7i-5p,Bbx,1,5.35496209881189,3' UTR
Tmem,mmu-miR-466i-5p,Cep97,1,5.02146293843264,3' UTR
Tmem,mmu-miR-23a-3p,Tomm70a,1,22.5039914430062,CDS
Tmem,mmu-miR-23b-3p,Tomm70a,1,13.5101335438087,CDS
Tmem,mmu-miR-210-3p,Cmss1,2,12.472685359042,intron
Tmem,mmu-miR-142a-3p,Cmss1,1,7.04509406703071,intron
Tmem,mmu-miR-24-3p,Scaf4,1,3.81329454702338,CDS
Tmem,mmu-miR-103-3p,Atp5o,1,6.99495800473301,5' UTR
Tmem,mmu-miR-466i-5p,Lnpep,2,24.3898308226309,3' UTR
Tmem,mmu-let-7d-5p,Kremen2,1,4.98214285714286,3' UTR
Tmem,mmu-miR-31-5p,Pgp,1,8.81249776298907,3' UTR
Tmem,mmu-miR-466i-5p,Neurl1b,1,8.28372759035455,3' UTR
Tmem,mmu-miR-26b-5p,Atp6v0e,1,6.48387096774194,3' UTR
Tmem,mmu-miR-16-5p,Pim1,1,6.16109752258631,3' UTR
Tmem,mmu-miR-26a-5p,Pim1,1,49.4961885122075,3' UTR
Tmem,mmu-miR-26b-5p,Pim1,1,9.42312280189493,3' UTR
Tmem,mmu-let-7f-5p,Pim1,1,4.34892146949781,3' UTR
Tmem,mmu-let-7g-5p,Pim1,1,6.71264367816092,3' UTR
Tmem,mmu-let-7i-5p,Pim1,1,4.82053231639845,3' UTR
Tmem,mmu-miR-210-3p,Pim1,1,10.6959180770872,3' UTR
Tmem,mmu-miR-33-5p,Pim1,1,99.6221371025126,3' UTR
Tmem,mmu-miR-342-5p,Pim1,1,3.99397590361446,3' UTR
Tmem,mmu-miR-466i-5p,Tbc1d22b,1,4.84153182386183,3' UTR
Tmem,mmu-miR-92a-3p,Sik1,1,3.93396535580524,3' UTR
Tmem,mmu-miR-142a-3p,Pglyrp2,1,15.8039407457047,CDS
Tmem,mmu-miR-466i-5p,Zfp871,3,13.7952855535933,3' UTR
