state,gene,n_miRNAs,total_clusters,total_cov
Tex,Nxf1,1,1,7.2837466296442
Tex,Srsf5,1,1,7.26998170748171
Tex,Ankrd11,1,1,6.98101265822785
Tex,Hspa8,1,1,6.96009510572892
Tex,Kras,1,1,6.89655007944945
Tex,Myo1c,1,1,6.82833248212462
Tex,Rraga,1,1,6.81178380022882
Tex,Pclaf,1,1,6.71911632351471
Tex,Gigyf1,1,1,6.62288087530197
Tex,Il7r,1,1,6.44047204557353
Tex,Xiap,1,1,6.36
Tex,Znfx1,1,1,6.30574102650339
Tex,Tbl1xr1,1,1,6.13758310436393
Tex,Il18r1,1,1,6.13649556879875
Tex,Frrs1,1,1,5.98936170212766
Tex,Cisd1,1,1,5.92288961038961
Tex,Gimap4,1,1,5.85852713178295
Tex,Dusp5,1,1,5.82934296913395
Tex,Znrf2,1,1,5.82575591808195
Tex,Fam160b2,1,1,5.75113015815775
Tex,Pdcd4,1,1,5.69711916049028
Tex,Larp1,1,1,5.56746705461897
Tex,Lars2,1,1,5.49290526028776
Tex,Ppm1h,1,1,5.38043974731707
Tex,Elf4,1,1,5.36065952021834
Tex,Prex1,1,1,5.3556831228473
Tex,Ikzf1,1,1,5.32988234859766
Tex,Nelfa,1,1,5.32621473354232
Tex,Armc8,1,1,5.12054246412285
Tex,Mark2,1,1,5.08901527860018
Tex,Spop,1,1,5.08478145274797
Tex,Casp8,1,1,4.97402597402597
Tex,Gm20605,1,1,4.96990559407065
Tex,Rac2,1,1,4.96476071114541
Tex,Snrnp200,1,1,4.90911019773184
Tex,Sema4d,1,1,4.89290852642738
Tex,Mtpn,1,1,4.88805970149254
Tex,Ms4a4b,1,1,4.829924432297
Tex,Wdr1,1,1,4.82559790556158
Tex,Evl,1,1,4.79416557225546
Tex,Inpp4b,1,1,4.79318546621918
Tex,Mindy2,1,1,4.75285857889601
Tex,Abhd16a,1,1,4.67407475153954
Tex,H2ax,1,1,4.62214061279319
Tex,Sigmar1,1,1,4.578125
Tex,Laptm5,1,1,4.5641056538427
Tex,Prkcq,1,1,4.54585169985307
Tex,Shisa5,1,1,4.52414300815464
Tex,Ska2,1,1,4.49663105413105
Tex,Coro2a,1,1,4.49411764705882
Tex,Emc10,1,1,4.39567214700193
Tex,Dnajc3,1,1,4.33403034707541
Tex,Nsd2,1,1,4.21514536849223
Tex,Dusp2,1,1,4.13716719010837
Tex,Cit,1,1,4.04666666666667
Tex,Gas2l3,1,1,4
Tex,Col24a1,1,1,4
Tex,Snrpb,1,1,3.98850574712644
Tex,Rasa3,1,1,3.87819514484754
Tex,Aopep,1,1,3.83568860686194
Tex,Gm10184,1,1,3.80990992049891
Tex,Dicer1,1,1,3.79241174489771
Tex,Nufip2,1,1,3.63909655267969
Tex,Pcdh7,1,1,3.5
Tex,Gba2,1,1,3.49418604651163
Tex,Myo1g,1,1,3.3452380952381
Tex,Arl2,1,1,3.00529877425945
