"module","gene"
"Combined_NR","Arl6ip5"
"Combined_NR","Arl6ip6"
"Combined_NR","Armcx1"
"Combined_NR","Armcx2"
"Combined_NR","Arpc1b"
"Combined_NR","Arpc2"
"Combined_NR","Arpc3"
"Combined_NR","Arpc4"
"Combined_NR","Arpc5"
"Combined_NR","Arpc5l"
"Combined_NR","Arpp19"
"Combined_NR","Arrb2"
"Combined_NR","Art3"
"Combined_NR","Asb2"
"Combined_NR","Asf1a"
"Combined_NR","Asxl2"
"Combined_NR","Atf3"
"Combined_NR","Atf4"
"Combined_NR","Atf6b"
"Combined_NR","Atf7ip"
"Combined_NR","Atg3"
"Combined_NR","Atm"
"Combined_NR","Atn1"
"Combined_NR","Atp10d"
"Combined_NR","Atp1a1"
"Combined_NR","Atp1b3"
"Combined_NR","Atp2a3"
"Combined_NR","Atp2b1"
"Combined_NR","Atp2b4"
"Combined_NR","Atp6v0b"
"Combined_NR","Atp6v0d1"
"Combined_NR","Atp6v0e2"
"Combined_NR","Atp6v1f"
"Combined_NR","Atp6v1g1"
"Combined_NR","Atp8a1"
"Combined_NR","Atp9a"
"Combined_NR","Atrx"
"Combined_NR","Atxn2l"
"Combined_NR","Aup1"
"Combined_NR","Aurka"
"Combined_NR","Aurkaip1"
"Combined_NR","Auts2"
"Combined_NR","Avpi1"
"Combined_NR","Axl"
"Combined_NR","Azin1"
"Combined_NR","B3gnt2"
"Combined_NR","B4galnt1"
"Combined_NR","B4galt1"
"Combined_NR","B4galt6"
"Combined_NR","Bach2"
"Combined_NR","Bag1"
"Combined_NR","Bag3"
"Combined_NR","Bahcc1"
"Combined_NR","Banf1"
"Combined_NR","Basp1"
"Combined_NR","Batf"
"Combined_NR","Bax"
"Combined_NR","Baz1a"
"Combined_NR","Bbx"
"Combined_NR","Bcar3"
"Combined_NR","Bcat1"
"Combined_NR","Bccip"
"Combined_NR","Bcl11b"
"Combined_NR","Bcl2"
"Combined_NR","Bcl2l1"
"Combined_NR","Bcl2l11"
"Combined_NR","Bcl2l12"
"Combined_NR","Bcl3"
"Combined_NR","Bhlhe40"
"Combined_NR","Bin2"
"Combined_NR","Birc2"
"Combined_NR","Birc3"
"Combined_NR","Birc6"
"Combined_NR","Bloc1s1"
"Combined_NR","Bloc1s2"
"Combined_NR","Bpgm"
"Combined_NR","Bptf"
"Combined_NR","Brd2"
"Combined_NR","Brd4"
"Combined_NR","Brk1"
"Combined_NR","Bsg"
"Combined_NR","Bspry"
"Combined_NR","Bst2"
"Combined_NR","Btg1"
"Combined_NR","Btg2"
"Combined_NR","Btg3"
"Combined_NR","Bub1"
"Combined_NR","Bud31"
"Combined_NR","Bves"
"Combined_NR","Bzw1"
"Combined_NR","1500009L16Rik"
"Combined_NR","4921524J17Rik"
"Combined_NR","0610010K14Rik"
"Combined_NR","1810010H24Rik"
"Combined_NR","2310022B05Rik"
"Combined_NR","4933434E20Rik"
"Combined_NR","2810459M11Rik"
"Combined_NR","BC016579"
"Combined_NR","1810037I17Rik"
"Combined_NR","Gm1673"
"Combined_NR","BC005537"
"Combined_NR","BC005624"
"Combined_NR","Car12"
"Combined_NR","Car9"
"Combined_NR","Cabin1"
"Combined_NR","Cables1"
"Combined_NR","Cacybp"
"Combined_NR","Calm3"
"Combined_NR","Calr"
"Combined_NR","Camk1"
"Combined_NR","Camk4"
"Combined_NR","Caml"
"Combined_NR","Camsap2"
"Combined_NR","Canx"
"Combined_NR","Cap1"
"Combined_NR","Capg"
"Combined_NR","Capn2"
"Combined_NR","Capza1"
"Combined_NR","Capza2"
"Combined_NR","Capzb"
"Combined_NR","Carhsp1"
"Combined_NR","Casp1"
"Combined_NR","Casp3"
"Combined_NR","Casp4"
"Combined_NR","Casp8"
"Combined_NR","Cast"
"Combined_NR","Cblb"
"Combined_NR","Cbx1"
"Combined_NR","Cbx3"
"Combined_NR","Ccdc107"
"Combined_NR","Ccdc14"
"Combined_NR","Ccdc50"
"Combined_NR","Ccdc59"
"Combined_NR","Ccdc74a"
"Combined_NR","Ccdc85b"
"Combined_NR","Ccdc88c"
"Combined_NR","Ccl20"
"Combined_NR","Ccl3"
"Combined_NR","Ccl4"
"Combined_NR","Ccl5"
"Combined_NR","Ccm2"
"Combined_NR","Ccnd2"
"Combined_NR","Ccnd3"
"Combined_NR","Ccnh"
"Combined_NR","Ccnk"
"Combined_NR","Ccnl1"
"Combined_NR","Ccr2"
"Combined_NR","Ccr5"
"Combined_NR","Ccr7"
"Combined_NR","Ccr8"
"Combined_NR","Ccser2"
"Combined_NR","Cct4"
"Combined_NR","Cct8"
"Combined_NR","Cd109"
"Combined_NR","Cd164"
"Combined_NR","Cd2"
"Combined_NR","Cd200"
"Combined_NR","Cd22"
"Combined_NR","Cd247"
"Combined_NR","Cd27"
"Combined_NR","Cd276"
"Combined_NR","Cd3d"
"Combined_NR","Cd3e"
"Combined_NR","Cd3g"
"Combined_NR","Cd40lg"
"Combined_NR","Cd44"
"Combined_NR","Cd46"
"Combined_NR","Cd47"
"Combined_NR","Cd48"
"Combined_NR","Cd5"
"Combined_NR","Cd52"
"Combined_NR","Cd53"
"Combined_NR","Cd55"
"Combined_NR","Cd6"
"Combined_NR","Cd63"
"Combined_NR","Cd69"
"Combined_NR","Cd70"
"Combined_NR","Cd74"
"Combined_NR","Cd79b"
"Combined_NR","Cd80"
"Combined_NR","Cd82"
"Combined_NR","Cd83"
"Combined_NR","Cd84"
"Combined_NR","Cd8a"
"Combined_NR","Cd8b1"
"Combined_NR","Cd9"
"Combined_NR","Cd96"
"Combined_NR","Cdc26"
"Combined_NR","Cdc37"
"Combined_NR","Cdc42bpb"
"Combined_NR","Cdc42ep3"
"Combined_NR","Cdc42se1"
"Combined_NR","Cdc42se2"
"Combined_NR","Cdc6"
"Combined_NR","Cdca5"
"Combined_NR","Cdk17"
"Combined_NR","Cdk6"
"Combined_NR","Cdkn1a"
"Combined_NR","Cdkn2a"
"Combined_NR","Cdt1"
"Combined_NR","Celf2"
"Combined_NR","Cenpi"
"Combined_NR","Cers6"
"Combined_NR","Cfi"
"Combined_NR","Ch25h"
"Combined_NR","Chchd10"
"Combined_NR","Chchd2"
"Combined_NR","Chd1"
"Combined_NR","Chd2"
"Combined_NR","Chd3"
"Combined_NR","Chek1"
"Combined_NR","Chmp5"
"Combined_NR","Chn1"
"Combined_NR","Chordc1"
"Combined_NR","Chrm4"
"Combined_NR","Chst11"
"Combined_NR","Chst12"
"Combined_NR","Chst2"
"Combined_NR","Churc1"
"Combined_NR","Cib1"
"Combined_NR","Cir1"
"Combined_NR","Cisd2"
"Combined_NR","Cish"
"Combined_NR","Cited2"
"Combined_NR","Ckap2"
"Combined_NR","Ckap2l"
"Combined_NR","Cklf"
"Combined_NR","Cks2"
"Combined_NR","Cldnd1"
"Combined_NR","Clic1"
"Combined_NR","Clic3"
"Combined_NR","Clic4"
"Combined_NR","Clk1"
"Combined_NR","Clmn"
"Combined_NR","Clpb"
"Combined_NR","Clstn3"
"Combined_NR","Clta"
"Combined_NR","Cltb"
"Combined_NR","Cltc"
"Combined_NR","Cmc2"
"Combined_NR","Cmpk1"
"Combined_NR","Cmtm3"
"Combined_NR","Cnbp"
"Combined_NR","Cnn2"
"Combined_NR","Cnot2"
"Combined_NR","Cnot7"
"Combined_NR","Cntrob"
"Combined_NR","Cog5"
"Combined_NR","Commd7"
"Combined_NR","Commd8"
"Combined_NR","Cope"
"Combined_NR","Cops2"
"Combined_NR","Cops5"
"Combined_NR","Copz1"
"Combined_NR","Coro1a"
"Combined_NR","Coro1b"
"Combined_NR","Coro1c"
"Combined_NR","Cox16"
"Combined_NR","Cox17"
"Combined_NR","Cox20"
"Combined_NR","Cox5a"
"Combined_NR","Cox5b"
"Combined_NR","Cox6a1"
"Combined_NR","Cox6b1"
"Combined_NR","Cox6c"
"Combined_NR","Cox7a2"
"Combined_NR","Cox7a2l"
"Combined_NR","Cox7b"
"Combined_NR","Cpm"
"Combined_NR","Cpne1"
"Combined_NR","Cpox"
"Combined_NR","Crebzf"
"Combined_NR","Creg1"
"Combined_NR","Crem"
"Combined_NR","Crim1"
"Combined_NR","Crip1"
"Combined_NR","Csde1"
"Combined_NR","Cse1l"
"Combined_NR","Csf2"
"Combined_NR","Csk"
"Combined_NR","Csnk1a1"
"Combined_NR","Csnk1d"
"Combined_NR","Csrnp1"
"Combined_NR","Csrp1"
"Combined_NR","Cst3"
"Combined_NR","Cst7"
"Combined_NR","Cstb"
"Combined_NR","Ctbp1"
"Combined_NR","Ctdsp1"
"Combined_NR","Ctnna1"
"Combined_NR","Ctnnal1"
"Combined_NR","Ctsa"
"Combined_NR","Ctsc"
"Combined_NR","Ctsd"
"Combined_NR","Ctsw"
"Combined_NR","Cttn"
"Combined_NR","Cxcl16"
"Combined_NR","Cxcl9"
"Combined_NR","Cxcr3"
"Combined_NR","Cxcr4"
"Combined_NR","Cxcr5"
"Combined_NR","Cxcr6"
"Combined_NR","Cyb5r3"
"Combined_NR","Cycs"
"Combined_NR","Cyfip1"
"Combined_NR","Cyfip2"
"Combined_NR","Cyld"
"Combined_NR","Cyp1a1"
"Combined_NR","Cyp2s1"
"Combined_NR","Cyp51"
"Combined_NR","Cyth1"
"Combined_NR","Cyth4"
"Combined_NR","Cytip"
"Combined_NR","Dad1"
"Combined_NR","Dazap2"
"Combined_NR","Dbi"
"Combined_NR","Dbnl"
"Combined_NR","Dcp2"
"Combined_NR","Ddit3"
"Combined_NR","Ddit4"
"Combined_NR","Ddost"
"Combined_NR","Ddt"
"Combined_NR","Ddx17"
"Combined_NR","Ddx18"
"Combined_NR","Ddx39a"
"Combined_NR","Ddx3x"
"Combined_NR","Ddx46"
"Combined_NR","Ddx5"
"Combined_NR","Def6"
"Combined_NR","Dennd1b"
"Combined_NR","Depdc7"
"Combined_NR","Derl1"
"Combined_NR","Dgki"
"Combined_NR","Dhcr24"
"Combined_NR","Dhcr7"
"Combined_NR","Dhrs2"
"Combined_NR","Diaph1"
"Combined_NR","Dido1"
"Combined_NR","Dip2a"
"Combined_NR","Dmd"
"Combined_NR","Dnajb1"
"Combined_NR","Dnajb4"
"Combined_NR","Dnajb5"
"Combined_NR","Dnajc1"
"Combined_NR","Dnajc12"
"Combined_NR","Dnajc18"
"Combined_NR","Dnajc19"
"Combined_NR","Dnajc6"
"Combined_NR","Dnph1"
"Combined_NR","Dock10"
"Combined_NR","Dock7"
"Combined_NR","Dock8"
"Combined_NR","Dok2"
"Combined_NR","Dok5"
"Combined_NR","Donson"
"Combined_NR","Dpyd"
"Combined_NR","Dpysl2"
"Combined_NR","Dr1"
"Combined_NR","Dram1"
"Combined_NR","Drap1"
"Combined_NR","Dsn1"
"Combined_NR","Dstn"
"Combined_NR","Dtl"
"Combined_NR","Dusp1"
"Combined_NR","Dusp2"
"Combined_NR","Dusp3"
"Combined_NR","Dusp4"
"Combined_NR","Dut"
"Combined_NR","Dvl2"
"Combined_NR","Dync1h1"
"Combined_NR","Dynll1"
"Combined_NR","Dynlrb1"
"Combined_NR","Dynlt1b"
"Combined_NR","Dzip3"
"Combined_NR","Ebi3"
"Combined_NR","Ech1"
"Combined_NR","Eci2"
"Combined_NR","Eef2"
"Combined_NR","Efhd2"
"Combined_NR","Egfl6"
"Combined_NR","Egr1"
"Combined_NR","Ehd4"
"Combined_NR","Eif1ax"
"Combined_NR","Eif2ak2"
"Combined_NR","Eif2s3x"
"Combined_NR","Eif3a"
"Combined_NR","Eif3d"
"Combined_NR","Eif3e"
"Combined_NR","Eif3f"
"Combined_NR","Eif3l"
"Combined_NR","Eif3m"
"Combined_NR","Eif4b"
"Combined_NR","Eif4g2"
"Combined_NR","Eif4h"
"Combined_NR","Eif5a"
"Combined_NR","Eif5b"
"Combined_NR","Elk1"
"Combined_NR","Ell2"
"Combined_NR","Elmo1"
"Combined_NR","Elovl5"
"Combined_NR","Emb"
"Combined_NR","Emc4"
"Combined_NR","Emc7"
"Combined_NR","Emd"
"Combined_NR","Eml4"
"Combined_NR","Emp1"
"Combined_NR","Emp3"
"Combined_NR","Eno1"
"Combined_NR","Enpp2"
"Combined_NR","Ensa"
"Combined_NR","Eny2"
"Combined_NR","Eomes"
"Combined_NR","Epas1"
"Combined_NR","Epb41l4b"
"Combined_NR","Ercc5"
"Combined_NR","Erh"
"Combined_NR","Eri2"
"Combined_NR","Erlin2"
"Combined_NR","Erp44"
"Combined_NR","Etf1"
"Combined_NR","Ethe1"
"Combined_NR","Ets1"
"Combined_NR","Ets2"
"Combined_NR","Evi2a"
"Combined_NR","Evi5"
"Combined_NR","Evl"
"Combined_NR","Ewsr1"
"Combined_NR","Exd2"
"Combined_NR","Exoc2"
"Combined_NR","Ezr"
"Combined_NR","F11r"
"Combined_NR","F2r"
"Combined_NR","F5"
"Combined_NR","Fads1"
"Combined_NR","Fads2"
"Combined_NR","Fah"
"Combined_NR","Faim2"
"Combined_NR","Fam114a1"
"Combined_NR","Fam118a"
"Combined_NR","Fam120a"
"Combined_NR","Fam120b"
"Combined_NR","Fam133b"
"Combined_NR","Fam174b"
"Combined_NR","Fam177a"
"Combined_NR","Fam32a"
"Combined_NR","Fam50a"
"Combined_NR","Fam53c"
"Combined_NR","Fanci"
"Combined_NR","Fas"
"Combined_NR","Fasl"
"Combined_NR","Fasn"
"Combined_NR","Fbl"
"Combined_NR","Fbxo44"
"Combined_NR","Fbxo7"
"Combined_NR","Fcer1g"
"Combined_NR","Fdft1"
"Combined_NR","Fdps"
"Combined_NR","Fdx1"
"Combined_NR","Fermt3"
"Combined_NR","Fgd6"
"Combined_NR","Fgfr1op2"
"Combined_NR","Fggy"
"Combined_NR","Fignl1"
"Combined_NR","Fis1"
"Combined_NR","Fkbp11"
"Combined_NR","Fkbp1a"
"Combined_NR","Fkbp2"
"Combined_NR","Fkbp4"
"Combined_NR","Fkbp5"
"Combined_NR","Fkbp8"
"Combined_NR","Fli1"
"Combined_NR","Flna"
"Combined_NR","Flt1"
"Combined_NR","Flt3l"
"Combined_NR","Fmnl1"
"Combined_NR","Fmnl3"
"Combined_NR","Fn1"
"Combined_NR","Fnta"
"Combined_NR","Fos"
"Combined_NR","Fosb"
"Combined_NR","Fosl2"
"Combined_NR","Foxn3"
"Combined_NR","Foxo1"
"Combined_NR","Foxp1"
"Combined_NR","Foxp3"
"Combined_NR","Fscn1"
"Combined_NR","Fubp1"
"Combined_NR","Furin"
"Combined_NR","Fut8"
"Combined_NR","Fxr2"
"Combined_NR","Fyn"
"Combined_NR","G0s2"
"Combined_NR","G3bp2"
"Combined_NR","Gab2"
"Combined_NR","Gabarapl1"
"Combined_NR","Gadd45a"
"Combined_NR","Gadd45b"
"Combined_NR","Galnt1"
"Combined_NR","Gas8"
"Combined_NR","Gatm"
"Combined_NR","Gbe1"
"Combined_NR","Gbp2"
"Combined_NR","Gbp3"
"Combined_NR","Gbp5"
"Combined_NR","Gch1"
"Combined_NR","Gchfr"
"Combined_NR","Gcnt1"
"Combined_NR","Gem"
"Combined_NR","Gfi1"
"Combined_NR","Ggh"
"Combined_NR","Ghitm"
"Combined_NR","Gimap4"
"Combined_NR","Gimap6"
"Combined_NR","Gimap7"
"Combined_NR","Gins1"
"Combined_NR","Gins4"
"Combined_NR","Gjb2"
"Combined_NR","Gk"
"Combined_NR","Glg1"
"Combined_NR","Glipr1"
"Combined_NR","Glipr2"
"Combined_NR","Glo1"
"Combined_NR","Glud1"
"Combined_NR","Glul"
"Combined_NR","Gm2a"
"Combined_NR","Gmfg"
"Combined_NR","Gna12"
"Combined_NR","Gna15"
"Combined_NR","Gnai3"
"Combined_NR","Gnas"
"Combined_NR","Gng2"
"Combined_NR","Gng4"
"Combined_NR","Gng5"
"Combined_NR","Gnptab"
"Combined_NR","Golph3"
"Combined_NR","Got2"
"Combined_NR","Gpatch8"
"Combined_NR","Gpbp1"
"Combined_NR","Gpc1"
"Combined_NR","Gpi1"
"Combined_NR","Gpr15"
"Combined_NR","Gpr157"
"Combined_NR","Gpr174"
"Combined_NR","Gpr183"
"Combined_NR","Gpr65"
"Combined_NR","Gpr68"
"Combined_NR","Gprc5c"
"Combined_NR","Gprin3"
"Combined_NR","Gpsm3"
"Combined_NR","Gramd1a"
"Combined_NR","Grap2"
"Combined_NR","Gsk3b"
"Combined_NR","Gstcd"
"Combined_NR","Gstk1"
"Combined_NR","Gstp1"
"Combined_NR","Gtf3a"
"Combined_NR","Gtf3c6"
"Combined_NR","Guk1"
"Combined_NR","Gyg"
"Combined_NR","Gzma"
"Combined_NR","Gzmb"
"Combined_NR","Gzmc"
"Combined_NR","Gzmk"
"Combined_NR","Gzmm"
"Combined_NR","Hacd4"
"Combined_NR","Hadha"
"Combined_NR","Havcr2"
"Combined_NR","Hbs1l"
"Combined_NR","Hdac3"
"Combined_NR","Hdac7"
"Combined_NR","Hdac9"
"Combined_NR","Hectd2"
"Combined_NR","Heg1"
"Combined_NR","Herc1"
"Combined_NR","Herc2"
"Combined_NR","Herpud1"
"Combined_NR","Hexim1"
"Combined_NR","Hif1a"
"Combined_NR","Higd2a"
"Combined_NR","Hilpda"
"Combined_NR","Hivep1"
"Combined_NR","H2-Q10"
"Combined_NR","Gm8909"
"Combined_NR","H2-DMa"
"Combined_NR","H2-Aa"
"Combined_NR","H2-Ab1"
"Combined_NR","H2-Ea"
"Combined_NR","H2-Eb1"
"Combined_NR","H2-M3"
"Combined_NR","H13"
"Combined_NR","Hmga1"
"Combined_NR","Hmgb2"
"Combined_NR","Hmgcr"
"Combined_NR","Hmgcs1"
"Combined_NR","Hmgn1"
"Combined_NR","Hmgn2"
"Combined_NR","Hmgn3"
"Combined_NR","Hmox2"
"Combined_NR","Hnf1b"
"Combined_NR","Hnrnpa0"
"Combined_NR","Hnrnpc"
"Combined_NR","Hnrnpdl"
"Combined_NR","Hnrnph1"
"Combined_NR","Hnrnph3"
"Combined_NR","Hnrnpm"
"Combined_NR","Hnrnpul1"
"Combined_NR","Hopx"
"Combined_NR","Hoxa4"
"Combined_NR","Hps3"
"Combined_NR","Hsbp1"
"Combined_NR","Hsd11b1"
"Combined_NR","Hsd17b11"
"Combined_NR","Hsd17b12"
"Combined_NR","Hsd3b7"
"Combined_NR","Hsp90aa1"
"Combined_NR","Hsp90ab1"
"Combined_NR","Hspa1a"
"Combined_NR","Hspa5"
"Combined_NR","Hspb1"
"Combined_NR","Hspb11"
"Combined_NR","Hspd1"
"Combined_NR","Hspe1"
"Combined_NR","Hsph1"
"Combined_NR","Htatip2"
"Combined_NR","Icam1"
"Combined_NR","Icam5"
"Combined_NR","Id2"
"Combined_NR","Idh2"
"Combined_NR","Idi1"
"Combined_NR","Ids"
"Combined_NR","Ier2"
"Combined_NR","Ier3"
"Combined_NR","Ier3ip1"
"Combined_NR","Ifi27l2a"
"Combined_NR","Ifi35"
"Combined_NR","Ifi44"
"Combined_NR","Ifi44l"
"Combined_NR","Ifih1"
"Combined_NR","Ifitm2"
"Combined_NR","Ifitm3"
"Combined_NR","Ifng"
"Combined_NR","Ifngr1"
"Combined_NR","Ifrd1"
"Combined_NR","Ift122"
"Combined_NR","Igf2r"
"Combined_NR","Igflr1"
"Combined_NR","Igsf3"
"Combined_NR","Ikbip"
"Combined_NR","Ikzf1"
"Combined_NR","Ikzf2"
"Combined_NR","Ikzf3"
"Combined_NR","Il10ra"
"Combined_NR","Il13"
"Combined_NR","Il16"
"Combined_NR","Il18r1"
"Combined_NR","Il1a"
"Combined_NR","Il1rap"
"Combined_NR","Il1rn"
"Combined_NR","Il21r"
"Combined_NR","Il2ra"
"Combined_NR","Il2rb"
"Combined_NR","Il2rg"
"Combined_NR","Il6st"
"Combined_NR","Il7r"
"Combined_NR","Inpp4a"
"Combined_NR","Inpp5d"
"Combined_NR","Inpp5f"
"Combined_NR","Insig1"
"Combined_NR","Ipo5"
"Combined_NR","Ippk"
"Combined_NR","Iqcg"
"Combined_NR","Iqgap1"
"Combined_NR","Iqgap2"
"Combined_NR","Iqgap3"
"Combined_NR","Irak2"
"Combined_NR","Irak3"
"Combined_NR","Irf1"
"Combined_NR","Irf2"
"Combined_NR","Irf2bp2"
"Combined_NR","Irf2bpl"
"Combined_NR","Irf3"
"Combined_NR","Irf7"
"Combined_NR","Irf8"
"Combined_NR","Isca1"
"Combined_NR","Iscu"
"Combined_NR","Isg15"
"Combined_NR","Isg20"
"Combined_NR","Isg20l2"
"Combined_NR","Itga1"
"Combined_NR","Itga4"
"Combined_NR","Itgae"
"Combined_NR","Itgal"
"Combined_NR","Itgax"
"Combined_NR","Itgb1"
"Combined_NR","Itgb1bp1"
"Combined_NR","Itgb2"
"Combined_NR","Itgb7"
"Combined_NR","Itk"
"Combined_NR","Itm2c"
"Combined_NR","Itpka"
"Combined_NR","Jam2"
"Combined_NR","Jaml"
"Combined_NR","Jmjd1c"
"Combined_NR","Jmjd6"
"Combined_NR","Josd1"
"Combined_NR","Jtb"
"Combined_NR","Jun"
"Combined_NR","Junb"
"Combined_NR","Jund"
"Combined_NR","Kcna3"
"Combined_NR","Kcnab2"
"Combined_NR","Kcnh4"
"Combined_NR","Kctd10"
"Combined_NR","Kctd19"
"Combined_NR","Kctd3"
"Combined_NR","Kctd5"
"Combined_NR","Kdelr3"
"Combined_NR","Kdm2a"
"Combined_NR","Kdm6b"
"Combined_NR","Kdsr"
"Combined_NR","D630045J12Rik"
"Combined_NR","Kif23"
"Combined_NR","Kif3b"
"Combined_NR","Kif3c"
"Combined_NR","Kit"
"Combined_NR","Klf10"
"Combined_NR","Klf2"
"Combined_NR","Klf3"
"Combined_NR","Klf4"
"Combined_NR","Klf6"
"Combined_NR","Klf9"
"Combined_NR","Klrb1a"
"Combined_NR","Klrd1"
"Combined_NR","Klrg1"
"Combined_NR","Klrk1"
"Combined_NR","Kmt2c"
"Combined_NR","Kmt2e"
"Combined_NR","Kpna2"
"Combined_NR","Kpnb1"
"Combined_NR","Krt10"
"Combined_NR","Krt80"
"Combined_NR","Ktn1"
"Combined_NR","Lactb"
"Combined_NR","Lag3"
"Combined_NR","Lamb3"
"Combined_NR","Lamp1"
"Combined_NR","Lamp3"
"Combined_NR","Lamtor4"
"Combined_NR","Lamtor5"
"Combined_NR","Laptm5"
"Combined_NR","Lasp1"
"Combined_NR","Lat"
"Combined_NR","Lck"
"Combined_NR","Lcp1"
"Combined_NR","Lcp2"
"Combined_NR","Ldha"
"Combined_NR","Ldhb"
"Combined_NR","Ldlrad4"
"Combined_NR","Lef1"
"Combined_NR","Leng8"
"Combined_NR","Lepr"
"Combined_NR","Leprotl1"
"Combined_NR","Lgals1"
"Combined_NR","Lgals3"
"Combined_NR","Lif"
"Combined_NR","Lifr"
"Combined_NR","Lig1"
"Combined_NR","Pirb"
"Combined_NR","Lima1"
"Combined_NR","Limd2"
"Combined_NR","Lime1"
"Combined_NR","Lin52"
"Combined_NR","Litaf"
"Combined_NR","Lmna"
"Combined_NR","Lnpep"
"Combined_NR","Lpxn"
"Combined_NR","Lrba"
"Combined_NR","Lrp11"
"Combined_NR","Lrrc40"
"Combined_NR","Lrrfip1"
"Combined_NR","Lrrfip2"
"Combined_NR","Lrrn3"
"Combined_NR","Lsm2"
"Combined_NR","Lsm3"
"Combined_NR","Lsm5"
"Combined_NR","Lsm7"
"Combined_NR","Lsp1"
"Combined_NR","Lss"
"Combined_NR","Lta"
"Combined_NR","Ltb"
"Combined_NR","Ltbr"
"Combined_NR","Luc7l3"
"Combined_NR","Ly6e"
"Combined_NR","Ly9"
"Combined_NR","Lyar"
"Combined_NR","Macf1"
"Combined_NR","Mad2l2"
"Combined_NR","Maged2"
"Combined_NR","Magi1"
"Combined_NR","Magoh"
"Combined_NR","Man1a2"
"Combined_NR","Manf"
"Combined_NR","Map1lc3a"
"Combined_NR","Map1lc3b"
"Combined_NR","Map2k3"
"Combined_NR","Map3k8"
"Combined_NR","Map4"
"Combined_NR","Map4k1"
"Combined_NR","Map7d1"
"Combined_NR","Map7d2"
"Combined_NR","Mapk1"
"Combined_NR","Mapre1"
"Combined_NR","Mapre2"
"Combined_NR","Marcks"
"Combined_NR","Marveld1"
"Combined_NR","Mast1"
"Combined_NR","Mast2"
"Combined_NR","Mat2a"
"Combined_NR","Matk"
"Combined_NR","Max"
"Combined_NR","Maz"
"Combined_NR","Mbd6"
"Combined_NR","Mbnl1"
"Combined_NR","Mbnl2"
"Combined_NR","Mcam"
"Combined_NR","Mcl1"
"Combined_NR","Mcm10"
"Combined_NR","Mcm2"
"Combined_NR","Mcm6"
"Combined_NR","Mdfic"
"Combined_NR","Mdh2"
"Combined_NR","Mdk"
"Combined_NR","Med10"
"Combined_NR","Meis3"
"Combined_NR","Melk"
"Combined_NR","Mest"
"Combined_NR","Metap2"
"Combined_NR","Mettl9"
"Combined_NR","Mfap1a"
"Combined_NR","Mfsd10"
