miRNA,state,mean_logN,mean_norm,rel_pct
mmu-miR-3963,Tex,1.58657989035456,4.01010112160346,0.021758200750957
mmu-miR-423-3p,Tn,3.3555749297183,11.3021991283248,0.0572485841395449
mmu-miR-423-3p,Teff,3.76453785258858,19.4527994391982,0.100625724336457
mmu-miR-423-3p,Tmem,4.78148293468769,29.4337881865356,0.176784465968641
mmu-miR-423-3p,Tex,5.5508509601798,47.8280873778444,0.259507951331996
mmu-miR-423-5p,Tn,3.8642643793386,14.7915306559398,0.0749229577089157
mmu-miR-423-5p,Teff,5.29915451319571,40.9897253648771,0.212032248524699
mmu-miR-423-5p,Tmem,4.9362937863325,29.6772814977024,0.17824692926792
mmu-miR-423-5p,Tex,5.23807143022784,37.1570325470094,0.2016084255612
mmu-miR-425-5p,Tn,0,0,0
mmu-miR-425-5p,Teff,1.18486754524612,2.08423109788847,0.0107813409871993
mmu-miR-425-5p,Tmem,4.1048458550826,16.556456253614,0.0994409641932269
mmu-miR-425-5p,Tex,1.57567884775398,3.94245664128106,0.0213911720556905
mmu-miR-449c-5p,Tn,0,0,0
mmu-miR-449c-5p,Teff,1.35662240647444,2.77897479718462,0.0143751213162658
mmu-miR-449c-5p,Tmem,3.63313255105886,11.9803581638382,0.0719561208596327
mmu-miR-449c-5p,Tex,2.78923560638776,23.3922565426868,0.126922837713916
mmu-miR-466f-3p,Tn,7.61391872707203,211.140978453999,1.06948408297254
mmu-miR-466f-3p,Teff,8.29656514426493,319.579888742603,1.65312750427526
mmu-miR-466f-3p,Tmem,8.10075806503295,278.505525832869,1.67275276772569
mmu-miR-466f-3p,Tex,8.37319681460641,346.804366849614,1.88170791867842
mmu-miR-466h-3p,Tn,4.49538014344519,23.0369690871091,0.116688252271037
mmu-miR-466h-3p,Teff,3.3049866186955,9.72633131983243,0.050312508348919
mmu-miR-466h-3p,Tmem,2.48696676453528,6.28387339429644,0.0377420396989002
mmu-miR-466h-3p,Tex,4.27209218309344,19.269414620546,0.104552922470848
mmu-miR-466i-5p,Tn,12.6827473183813,7054.19121844067,35.7313169693901
mmu-miR-466i-5p,Teff,11.1320948398622,2316.25873953406,11.9815769521896
mmu-miR-466i-5p,Tmem,10.1295900387818,1123.14331146812,6.74579463797903
mmu-miR-466i-5p,Tex,10.7384346598041,1716.47706196198,9.31334431877074
mmu-miR-484,Tn,5.27855474477319,38.3451663242731,0.194228260866375
mmu-miR-484,Teff,5.42980529590928,42.3791483872184,0.219219476176423
mmu-miR-484,Tmem,6.13836883497196,69.5526748844949,0.417745497393047
mmu-miR-484,Tex,5.71204270072522,52.4388942060594,0.284525490179513
mmu-miR-5114,Tn,0,0,0
mmu-miR-5114,Teff,0,0,0
mmu-miR-5114,Tmem,3.73962021131726,13.4761572807627,0.08094015126734
mmu-miR-5114,Tex,1.92234365586146,6.68350186933909,0.0362636679182617
mmu-miR-5121,Tn,6.28957054955261,132.33935351222,0.670333315534162
mmu-miR-5121,Teff,6.46536361076306,87.5372313364645,0.452813865540106
mmu-miR-5121,Tmem,6.11018881793062,68.423644527331,0.410964344131745
mmu-miR-5121,Tex,7.35692215575519,180.249881342426,0.978008530123173
mmu-miR-574-5p,Tn,0.607595044275043,0.66085685804403,0.00334741221707145
mmu-miR-574-5p,Teff,0,0,0
mmu-miR-574-5p,Tmem,3.03262171423074,7.18364020906838,0.0431461961342762
mmu-miR-574-5p,Tex,0,0,0
mmu-miR-6236,Tn,5.04046295926167,38.7979693716816,0.196521826310046
mmu-miR-6236,Teff,6.74811058273745,115.326528674554,0.596562747657901
mmu-miR-6236,Tmem,4.96269739330543,30.2847505229413,0.181895494194009
mmu-miR-6236,Tex,7.08307286942542,179.889110780706,0.976051043748418
mmu-miR-652-3p,Tn,4.01240859116423,17.1249581393814,0.086742376045348
mmu-miR-652-3p,Teff,4.70546026874739,27.0949077081736,0.140156933323978
mmu-miR-652-3p,Tmem,4.21167136880874,18.3559898831579,0.110249277063979
mmu-miR-652-3p,Tex,2.284134838559,11.3619531778765,0.0616482354610449
mmu-miR-664-3p,Tn,4.2107957361187,30.1635914269195,0.152786451747006
mmu-miR-664-3p,Teff,0,0,0
mmu-miR-664-3p,Tmem,1.59818719628293,4.08326083573285,0.0245247768204675
mmu-miR-664-3p,Tex,0,0,0
mmu-miR-669l-5p,Tn,3.14790150670808,17.0803321710457,0.0865163338854052
mmu-miR-669l-5p,Teff,3.58927159939848,11.1158267654561,0.057500110632853
mmu-miR-669l-5p,Tmem,3.06894313439167,7.42434047454666,0.0445918839139604
mmu-miR-669l-5p,Tex,1.58657989035456,4.01010112160346,0.021758200750957
mmu-miR-669o-5p,Tn,2.39337024351133,6.5371670311033,0.033112454714806
mmu-miR-669o-5p,Teff,0,0,0
mmu-miR-669o-5p,Tmem,0,0,0
mmu-miR-669o-5p,Tex,0,0,0
mmu-miR-669p-5p,Tn,4.11116716862496,23.2666422928395,0.117851606914993
mmu-miR-669p-5p,Teff,3.81211474059981,13.200065910376,0.0682814932458535
mmu-miR-669p-5p,Tmem,2.83627904872701,6.48161981311777,0.0389297391831457
mmu-miR-669p-5p,Tex,2.04544383798428,8.02020224320691,0.0435164015019141
mmu-miR-671-5p,Tn,1.12795048866995,1.88816245155437,0.00956403490591843
mmu-miR-671-5p,Teff,3.51095494141057,10.4210911131913,0.0539063719295877
mmu-miR-671-5p,Tmem,5.0260388033657,31.5828032210444,0.189691825117471
mmu-miR-671-5p,Tex,3.96050108451403,15.2818616590501,0.0829170646183133
mmu-miR-677-3p,Tn,0,0,0
mmu-miR-677-3p,Teff,0,0,0
mmu-miR-677-3p,Tmem,0.889078231090364,1.21493805047775,0.00729712985217926
mmu-miR-677-3p,Tex,3.78250568881165,20.4031815534467,0.110704569968701
mmu-miR-677-5p,Tn,0,0,0
mmu-miR-677-5p,Teff,0,0,0
mmu-miR-677-5p,Tmem,2.2915988116119,4.20932933001517,0.0252819661871887
mmu-miR-677-5p,Tex,3.50477992689101,11.2266642172317,0.0609141780705119
mmu-miR-690,Tn,4.49923601784893,26.3731851442371,0.13358705607777
mmu-miR-690,Teff,5.66605404829967,72.2526204939764,0.373749407900809
mmu-miR-690,Tmem,4.86258963845804,34.7520674732304,0.20872697902921
mmu-miR-690,Tex,5.76765484614349,53.6403056192824,0.291044166372632
mmu-miR-692,Tn,0.405844420499071,0.377632490310874,0.00191280698118369
mmu-miR-692,Teff,0,0,0
mmu-miR-692,Tmem,1.4469001739595,1.72785570500488,0.0103778027532279
mmu-miR-692,Tex,0,0,0
mmu-miR-703,Tn,1.72440244091448,3.26858351555165,0.016556227357403
mmu-miR-703,Teff,3.92238278401864,15.9789682842782,0.0826562399299091
mmu-miR-703,Tmem,3.77486396745666,12.817090731469,0.0769816826116481
mmu-miR-703,Tex,4.00440587300289,15.8600192055541,0.0860540598164508
mmu-miR-706,Tn,5.02910087798265,56.1234433061772,0.284279867115638
mmu-miR-706,Teff,2.01269977700871,7.64209217491259,0.0395311257359185
mmu-miR-706,Tmem,2.44309678212353,5.02598149716174,0.0301869215512822
mmu-miR-706,Tex,4.46624707300316,25.9754646499926,0.140938933287532
mmu-miR-7238-3p,Tn,2.24945421077331,7.00028245032476,0.035458255009297
mmu-miR-7238-3p,Teff,1.18486754524612,2.08423109788847,0.0107813409871993
mmu-miR-7238-3p,Tmem,1.4469001739595,1.72785570500488,0.0103778027532279
mmu-miR-7238-3p,Tex,0,0,0
mmu-miR-744-5p,Tn,0.663995971281913,0.755264980621748,0.00382561396236737
mmu-miR-744-5p,Teff,4.87826275698643,28.4843146364521,0.1473440777241
mmu-miR-744-5p,Tmem,4.82307163737685,27.4049910145998,0.164599156271963
mmu-miR-744-5p,Tex,2.09991879820261,8.68855243014082,0.0471427682937402
mmu-miR-7a-5p,Tn,4.04251579111672,15.4880882886523,0.0784512036539414
mmu-miR-7a-5p,Teff,4.02393361460499,15.978984378341,0.0826563231815114
mmu-miR-7a-5p,Tmem,4.53891131564559,22.3045385472106,0.133964949083562
mmu-miR-7a-5p,Tex,4.01085155289762,15.2593134989426,0.0827947217198911
mmu-miR-8104,Tn,2.40253649037907,7.84103035985711,0.0397168622849717
mmu-miR-8104,Teff,3.06816265015186,7.64212436303809,0.039531292239123
mmu-miR-8104,Tmem,0,0,0
mmu-miR-8104,Tex,1.57567884775398,3.94245664128106,0.0213911720556905
mmu-miR-92a-3p,Tn,9.2856814006953,623.648331528896,3.15894133306697
mmu-miR-92a-3p,Teff,9.752072857138,861.477101403404,4.45626130053608
mmu-miR-92a-3p,Tmem,10.0642336293489,1069.62606058598,6.42436069419475
mmu-miR-92a-3p,Tex,9.87139803425141,936.103639378174,5.07915643312945
mmu-miR-93-5p,Tn,2.45982540262812,14.6332589995464,0.0741212705208679
mmu-miR-93-5p,Teff,4.51441516134305,22.2316454838809,0.115000179639905
mmu-miR-93-5p,Tmem,5.14919364091139,34.4940798529565,0.207177460381198
mmu-miR-93-5p,Tex,3.93683827615241,16.6411101930253,0.0902921411003878
mmu-miR-98-5p,Tn,0.479544248766566,0.472040612888593,0.00239100872647961
mmu-miR-98-5p,Teff,0,0,0
mmu-miR-98-5p,Tmem,3.30880745364799,8.91149591407327,0.0535239988875042
mmu-miR-98-5p,Tex,1.33301486057475,2.67340074773564,0.0145054671673047
