state,miRNA,rep1,rep2
Tex,mmu-miR-30e-3p,0,6
Tex,mmu-miR-30e-5p,10.2463401478375,12.0660976148615
Tex,mmu-miR-31-5p,3.39149059048907,9.20712447360898
Tex,mmu-miR-320-3p,4,3.89411764705882
Tex,mmu-miR-324-3p,3.88885077186964,0
Tex,mmu-miR-324-5p,0,4.85881700266946
Tex,mmu-miR-33-5p,22.5385906125353,19.7892775836927
Tex,mmu-miR-340-5p,0,3.96
Tex,mmu-miR-342-3p,14.4338783706254,47.5449131904281
Tex,mmu-miR-342-5p,0,3.78259161017782
Tex,mmu-miR-3470a,0,3.7093023255814
Tex,mmu-miR-3473a,0,6
Tex,mmu-miR-3473b,165.433311243804,321.920080779252
Tex,mmu-miR-34a-3p,0,5.88461538461539
Tex,mmu-miR-34a-5p,61.5485492773083,229.100854159592
Tex,mmu-miR-3535,68.3744137201564,30.1872912452884
Tex,mmu-miR-361-5p,0,8.20011558734105
Tex,mmu-miR-365-3p,13.0168856589586,12.3345153480401
Tex,mmu-miR-378a-3p,4,28.3037568504911
Tex,mmu-miR-378b,0,3.70608724608725
Tex,mmu-miR-3960,0,3.85897435897436
Tex,mmu-miR-3963,0,6
Tex,mmu-miR-423-3p,12.9374593892138,45.5910805964448
Tex,mmu-miR-423-5p,11.962243460673,32.4075193223124
Tex,mmu-miR-425-5p,3,0
Tex,mmu-miR-449a-5p,0,5.93746365413032
Tex,mmu-miR-449c-5p,0,35.2389302935212
Tex,mmu-miR-466f-3p,92.1291930505385,338.092641611403
Tex,mmu-miR-466h-3p,4.98571428571429,19.4003920054237
Tex,mmu-miR-466i-5p,585.593203568878,1416.32709876535
Tex,mmu-miR-484,16.4412013682665,46.9165000977096
Tex,mmu-miR-5114,0,10.3102815894449
Tex,mmu-miR-5121,97.6984274666789,77.4686182718418
Tex,mmu-miR-5620-3p,3.52276552468544,0
Tex,mmu-miR-6236,114.180965801909,45.3417062306459
Tex,mmu-miR-652-3p,0,17.2585858585859
Tex,mmu-miR-669l-5p,0,5.64927868380554
Tex,mmu-miR-669p-5p,0,11.6290893277285
Tex,mmu-miR-671-5p,4,14.6407138661646
Tex,mmu-miR-677-3p,14,3
Tex,mmu-miR-677-5p,6.17678347934919,4.98039215686275
Tex,mmu-miR-690,22.3244716068245,36.6438693659282
Tex,mmu-miR-703,8.16427163041711,7.56051876578712
Tex,mmu-miR-706,3.87371794871795,30.6539473245523
Tex,mmu-miR-714,3,0
Tex,mmu-miR-744-5p,0,13.2721014492754
Tex,mmu-miR-7a-5p,4.58340460856439,13.1344244372265
Tex,mmu-miR-8104,3.08535353535354,0
Tex,mmu-miR-92a-3p,367.297188737204,679.020756253025
Tex,mmu-miR-93-5p,3,18.5262301627383
Tex,mmu-miR-96-5p,0,4
Tex,mmu-miR-98-5p,0,3.98850574712644
